source,target,frequency,band
P3,Fp2,176,beta
C3,PZ,176,beta
C3,P3,176,beta
C3,O1,176,beta
F8,T6,176,beta
C4,O1,176,beta
FZ,Fp1,176,beta
F4,PZ,176,beta
F4,P3,176,beta
O1,Fp2,176,beta
T3,Fp1,176,beta
Fp2,F7,175,beta
FZ,P3,175,beta
C4,CZ,175,beta
CZ,F4,175,beta
C4,P3,175,beta
F7,O2,175,beta
T6,C4,175,beta
F3,O2,175,beta
C3,F3,175,beta
C3,F4,175,beta
C4,PZ,175,beta
C3,T3,175,beta
T6,C3,175,beta
T3,Fp2,175,beta
F8,Fp1,175,beta
F7,Fp1,175,beta
Fp1,O2,174,beta
CZ,C4,174,beta
C3,C4,174,beta
FZ,F7,174,beta
T3,F4,174,beta
P3,Fp1,174,beta
C3,F7,174,beta
C3,CZ,174,beta
O2,PZ,174,beta
O2,Fp1,174,beta
O1,C4,174,beta
CZ,Fp2,174,beta
PZ,Fp1,174,beta
Fp2,T6,174,beta
Fp2,F3,173,beta
F3,Fp1,173,beta
PZ,C4,173,beta
O1,F4,173,beta
O1,F8,173,beta
F8,P4,173,beta
F4,Fp1,173,beta
T5,FZ,173,beta
P3,F4,173,beta
F3,T5,173,beta
T3,F3,173,beta
P4,O2,173,beta
P4,C4,173,beta
P3,O1,173,beta
P3,C4,173,beta
C4,T6,173,beta
C4,C3,173,beta
FZ,F3,173,beta
F3,F8,173,beta
P3,T3,172,beta
P4,C3,172,beta
P4,O1,172,beta
CZ,T5,172,beta
O1,T5,172,beta
F7,T5,172,beta
Fp2,Fp1,172,beta
C4,F8,172,beta
C4,F4,172,beta
C4,FZ,172,beta
PZ,F4,171,beta
O2,O1,171,beta
O2,C3,171,beta
O1,T3,171,beta
F8,C3,171,beta
F8,P3,171,beta
P4,F8,171,beta
CZ,P3,171,beta
F8,T5,171,beta
P3,FZ,171,beta
F4,F3,171,beta
T6,O1,171,beta
P4,CZ,171,beta
C4,F3,171,beta
F8,Fp2,171,beta
CZ,C3,171,beta
F8,FZ,170,beta
F3,T3,170,beta
T5,Fp2,170,beta
T5,F3,170,beta
P3,PZ,170,beta
T3,O1,170,beta
F8,T3,170,beta
F8,F4,170,beta
F4,O1,170,beta
O2,F8,170,beta
Fp1,T5,170,beta
PZ,T3,170,beta
Fp1,T3,170,beta
F4,O2,170,beta
F4,T5,170,beta
C4,P4,170,beta
C4,O2,170,beta
PZ,T5,169,beta
CZ,F8,169,beta
CZ,O2,169,beta
PZ,F8,169,beta
T5,F4,169,beta
C3,Fp1,169,beta
T3,CZ,169,beta
T5,T4,169,beta
F7,FZ,169,beta
T6,CZ,168,beta
C3,O2,168,beta
T6,PZ,168,beta
C4,T3,168,beta
F7,T3,168,beta
O1,O2,168,beta
F7,F8,168,beta
P4,T5,168,beta
PZ,C3,168,beta
P3,F8,167,beta
P3,P4,167,beta
P4,T6,167,beta
C4,F7,167,beta
Fp1,F7,167,beta
T5,F7,167,beta
Fp1,FZ,167,beta
CZ,T3,167,beta
F8,F7,167,beta
O2,P4,167,beta
T5,Fp1,167,beta
Fp1,F8,167,beta
C3,T5,166,beta
T5,F8,166,beta
C3,FZ,166,beta
P3,CZ,166,beta
P3,T5,166,beta
T3,T5,166,beta
T3,C3,166,beta
P4,P3,166,beta
C4,Fp1,166,beta
F3,FZ,166,beta
T3,O2,166,beta
T3,P4,165,beta
T3,P3,165,beta
T6,T5,165,beta
C3,T6,165,beta
F4,T6,165,beta
PZ,P4,165,beta
F4,F7,165,beta
T4,T5,165,beta
T5,C4,165,beta
Fp2,T3,165,beta
PZ,O2,165,beta
O1,C3,165,beta
O1,P4,165,beta
F4,T3,165,beta
CZ,PZ,165,beta
PZ,CZ,164,beta
F3,Fp2,164,beta
T6,O2,164,beta
T6,T3,164,beta
C3,Fp2,164,beta
P3,O2,164,beta
T3,F8,164,beta
T3,T6,164,beta
T6,P4,164,beta
T5,CZ,163,beta
P4,PZ,163,beta
T3,PZ,163,beta
T4,F7,163,beta
O2,P3,163,beta
PZ,P3,163,beta
F3,T4,162,beta
C4,T4,162,beta
T4,F3,162,beta
P3,T6,162,beta
C4,T5,162,beta
F7,T4,162,beta
Fp1,T4,162,beta
O2,T3,162,beta
T5,PZ,162,beta
T4,Fp1,162,beta
C3,F8,162,beta
T5,O1,161,beta
P3,C3,160,beta
O1,P3,160,beta
T5,O2,160,beta
T4,Fp2,160,beta
T5,T3,160,beta
T4,F4,159,beta
F7,Fp2,159,beta
T6,P3,159,beta
T5,T6,159,beta
T5,P4,159,beta
C3,P4,158,beta
Fp2,T4,158,beta
P4,T3,157,beta
CZ,P4,157,beta
Fp1,Fp2,157,beta
PZ,T6,156,beta
O2,T6,156,beta
CZ,T6,155,beta
O2,T5,155,beta
O1,T6,155,beta
T5,C3,154,beta
T4,C3,154,beta
T4,FZ,153,beta
T5,P3,151,beta
T4,T3,151,beta
O2,T4,151,beta
FZ,T4,151,beta
F8,T4,151,beta
T3,T4,150,beta
T6,T4,150,beta
T4,T6,150,beta
C3,T4,149,beta
F4,T4,148,beta
T4,C4,148,beta
O1,T4,147,beta
T4,P3,147,beta
P4,T4,146,beta
CZ,T4,146,beta
T4,P4,146,beta
PZ,T4,145,beta
T4,O1,145,beta
T4,O2,145,beta
T4,CZ,145,beta
T4,PZ,144,beta
P3,T4,143,beta
T4,F8,141,beta
