source,target,frequency,band
F4,C4,190,theta
F4,P3,190,theta
P3,T5,190,theta
P3,T4,190,theta
P3,F7,190,theta
P4,T6,190,theta
P3,PZ,190,theta
P4,Fp1,190,theta
P4,F3,190,theta
P4,C3,190,theta
P4,F7,190,theta
F3,CZ,190,theta
F4,Fp1,190,theta
F4,F3,190,theta
F4,F8,190,theta
F4,F7,190,theta
P3,C4,190,theta
C4,O1,190,theta
C4,PZ,190,theta
CZ,Fp2,190,theta
FZ,PZ,190,theta
Fp1,T6,190,theta
Fp1,T3,190,theta
FZ,T3,190,theta
FZ,CZ,190,theta
FZ,T6,190,theta
O2,CZ,190,theta
O2,FZ,190,theta
O2,T5,190,theta
O1,P3,190,theta
O1,T4,190,theta
O2,Fp1,190,theta
T6,F4,190,theta
T6,O1,190,theta
F7,P4,190,theta
F8,P4,190,theta
F7,F8,190,theta
F8,T3,190,theta
T4,CZ,190,theta
T5,T3,190,theta
T5,C3,190,theta
O2,C3,190,theta
O1,T6,190,theta
O1,FZ,190,theta
O2,F3,190,theta
PZ,T5,190,theta
T4,F7,190,theta
T4,O1,190,theta
T4,T5,190,theta
T3,F7,190,theta
CZ,FZ,190,theta
CZ,T6,190,theta
PZ,P4,190,theta
PZ,O2,190,theta
PZ,P3,190,theta
T3,P4,190,theta
PZ,T6,190,theta
Fp2,T3,190,theta
F3,O1,190,theta
F3,O2,190,theta
PZ,Fp2,190,theta
CZ,P4,190,theta
Fp2,T6,190,theta
Fp2,C3,190,theta
Fp2,C4,190,theta
Fp2,P3,190,theta
Fp1,PZ,189,theta
Fp2,O2,189,theta
Fp2,T5,189,theta
F3,Fp1,189,theta
F3,F7,189,theta
CZ,PZ,189,theta
F3,T3,189,theta
F3,T5,189,theta
CZ,O1,189,theta
CZ,T5,189,theta
PZ,FZ,189,theta
PZ,T3,189,theta
PZ,F8,189,theta
T4,F3,189,theta
T4,Fp1,189,theta
T3,CZ,189,theta
F4,P4,189,theta
T3,F3,189,theta
T3,C3,189,theta
T3,F8,189,theta
T3,O1,189,theta
T5,T6,189,theta
T5,T4,189,theta
F8,T6,189,theta
F8,F7,189,theta
F7,O1,189,theta
F7,PZ,189,theta
F7,F4,189,theta
T4,T3,189,theta
FZ,O1,189,theta
F4,T6,189,theta
T6,CZ,189,theta
T6,T3,189,theta
T6,PZ,189,theta
C3,T4,189,theta
C4,O2,189,theta
P3,F4,189,theta
O1,P4,189,theta
T6,P4,189,theta
O1,T5,189,theta
O1,F8,189,theta
O2,Fp2,189,theta
T5,FZ,189,theta
P4,P3,189,theta
FZ,F8,189,theta
F4,T5,189,theta
O1,Fp2,189,theta
P4,O2,189,theta
P4,T3,189,theta
P4,C4,189,theta
O2,T4,189,theta
O2,F8,189,theta
O2,F7,189,theta
P4,T5,189,theta
F7,T5,188,theta
F7,CZ,188,theta
T3,Fp2,188,theta
P3,T6,188,theta
Fp1,CZ,188,theta
CZ,O2,188,theta
CZ,F8,188,theta
Fp1,F4,188,theta
T6,F8,188,theta
F8,Fp1,188,theta
F8,Fp2,188,theta
F8,FZ,188,theta
C4,T5,188,theta
C4,Fp2,188,theta
C4,P3,188,theta
F4,Fp2,188,theta
T5,F4,188,theta
T6,P3,188,theta
T6,C3,188,theta
T6,C4,188,theta
F3,F4,187,theta
T3,PZ,187,theta
T3,P3,187,theta
FZ,P3,187,theta
T4,C3,187,theta
T5,P4,187,theta
P4,T4,187,theta
O2,C4,187,theta
T5,O1,187,theta
T5,CZ,187,theta
T5,PZ,187,theta
T3,FZ,187,theta
T4,P4,186,theta
F8,F3,186,theta
T4,T6,186,theta
FZ,T5,186,theta
T4,O2,186,theta
Fp1,F3,185,theta
F8,O2,184,theta
