source,target,frequency,band
O2,P4,167,gamma
O2,T5,167,gamma
F7,Fp2,167,gamma
F7,P4,167,gamma
F8,P4,167,gamma
T3,C4,167,gamma
T5,F3,167,gamma
T6,O2,167,gamma
PZ,P4,167,gamma
PZ,F8,167,gamma
PZ,T3,167,gamma
P3,PZ,167,gamma
Fp1,Fp2,166,gamma
Fp2,F3,166,gamma
Fp2,F8,166,gamma
F3,Fp2,166,gamma
C3,T5,166,gamma
C3,T6,166,gamma
C3,PZ,166,gamma
P3,O2,166,gamma
O1,C3,166,gamma
O1,T5,166,gamma
F8,PZ,166,gamma
T3,F3,166,gamma
T3,T5,166,gamma
T5,FZ,166,gamma
T6,Fp2,166,gamma
T6,O1,166,gamma
PZ,Fp2,166,gamma
PZ,O2,166,gamma
C3,Fp2,166,gamma
O2,P3,166,gamma
Fp1,F8,165,gamma
Fp2,P3,165,gamma
Fp2,P4,165,gamma
F3,P3,165,gamma
F3,FZ,165,gamma
P4,Fp1,165,gamma
P4,O1,165,gamma
P4,T3,165,gamma
O1,F4,165,gamma
F7,T6,165,gamma
F8,C4,165,gamma
F8,CZ,165,gamma
T3,O1,165,gamma
T3,O2,165,gamma
FZ,C3,165,gamma
CZ,P4,165,gamma
CZ,T3,165,gamma
PZ,F7,165,gamma
PZ,CZ,165,gamma
T6,C4,165,gamma
T6,F8,165,gamma
P3,FZ,165,gamma
Fp2,T3,164,gamma
F3,P4,164,gamma
F4,P4,164,gamma
F4,F7,164,gamma
F4,F8,164,gamma
C3,C4,164,gamma
C3,P3,164,gamma
C3,O2,164,gamma
P3,C3,164,gamma
P3,T3,164,gamma
P4,C3,164,gamma
O1,P4,164,gamma
F8,O1,164,gamma
F8,O2,164,gamma
T3,F4,164,gamma
T3,CZ,164,gamma
T3,PZ,164,gamma
T4,PZ,164,gamma
FZ,T6,164,gamma
CZ,C3,164,gamma
CZ,F8,164,gamma
PZ,C3,164,gamma
C3,FZ,164,gamma
O1,T3,164,gamma
T6,T3,164,gamma
T6,FZ,164,gamma
Fp2,O2,163,gamma
Fp2,CZ,163,gamma
F3,F4,163,gamma
F3,C4,163,gamma
F4,Fp2,163,gamma
F4,P3,163,gamma
F4,T6,163,gamma
C4,O1,163,gamma
P3,F8,163,gamma
P4,F4,163,gamma
O1,P3,163,gamma
F7,T3,163,gamma
F8,P3,163,gamma
F8,T3,163,gamma
T3,P3,163,gamma
T3,FZ,163,gamma
T5,C3,163,gamma
T5,P4,163,gamma
T6,C3,163,gamma
PZ,F4,163,gamma
PZ,T4,163,gamma
Fp2,PZ,162,gamma
C4,F4,162,gamma
P4,CZ,162,gamma
O1,T4,162,gamma
F7,C3,162,gamma
T5,F7,162,gamma
T6,F4,162,gamma
P3,Fp2,162,gamma
C3,CZ,161,gamma
P3,T5,161,gamma
O1,C4,161,gamma
F7,C4,161,gamma
F8,F4,161,gamma
T3,P4,161,gamma
T3,T6,161,gamma
FZ,C4,161,gamma
PZ,T5,161,gamma
C3,Fp1,161,gamma
C3,T4,161,gamma
C4,CZ,161,gamma
T6,P3,161,gamma
Fp1,T3,160,gamma
Fp1,T6,160,gamma
Fp2,F4,160,gamma
Fp2,C4,160,gamma
F3,T3,160,gamma
F4,PZ,160,gamma
C4,F3,160,gamma
F7,T5,160,gamma
F8,C3,160,gamma
T3,F8,160,gamma
PZ,C4,160,gamma
T5,T6,160,gamma
T6,CZ,160,gamma
T5,Fp2,160,gamma
Fp2,Fp1,159,gamma
Fp2,T5,159,gamma
C4,F7,159,gamma
P3,F3,159,gamma
F8,T6,159,gamma
T5,C4,159,gamma
T5,F8,159,gamma
T6,P4,159,gamma
CZ,F4,159,gamma
C3,F3,159,gamma
F8,Fp1,159,gamma
T6,T5,159,gamma
F4,F3,158,gamma
C3,T3,158,gamma
C4,Fp2,158,gamma
C4,P3,158,gamma
C4,FZ,158,gamma
P4,F3,158,gamma
F8,T5,158,gamma
T3,C3,158,gamma
T5,O2,158,gamma
T5,T3,158,gamma
T6,F3,158,gamma
CZ,P3,158,gamma
C3,F7,158,gamma
T4,CZ,158,gamma
F3,T4,157,gamma
F3,T6,157,gamma
F4,C4,157,gamma
F4,T3,157,gamma
C3,P4,157,gamma
C4,C3,157,gamma
C4,T4,157,gamma
O2,C3,157,gamma
T4,C3,157,gamma
CZ,T4,157,gamma
O2,CZ,157,gamma
Fp1,C4,156,gamma
F4,C3,156,gamma
C3,F8,156,gamma
P3,T4,156,gamma
O2,PZ,156,gamma
T4,O1,156,gamma
T5,O1,156,gamma
T6,Fp1,156,gamma
F8,F7,156,gamma
T5,CZ,156,gamma
F4,CZ,155,gamma
P4,P3,155,gamma
T4,F7,155,gamma
FZ,T4,155,gamma
Fp1,T4,154,gamma
Fp2,T4,154,gamma
C4,T5,154,gamma
T4,P3,154,gamma
PZ,P3,154,gamma
C3,F4,154,gamma
T5,PZ,154,gamma
F4,T5,153,gamma
F7,T4,153,gamma
T4,Fp1,153,gamma
T5,F4,153,gamma
C4,Fp1,152,gamma
O2,T4,152,gamma
T5,P3,152,gamma
FZ,T3,152,gamma
P3,F4,152,gamma
P3,P4,152,gamma
T4,F3,152,gamma
T4,T6,152,gamma
T4,FZ,152,gamma
T4,C4,151,gamma
T4,Fp2,151,gamma
P4,T4,150,gamma
T4,P4,150,gamma
T4,O2,150,gamma
P3,CZ,149,gamma
T4,F4,148,gamma
T6,T4,148,gamma
T3,T4,147,gamma
T4,F8,144,gamma
F4,T4,143,gamma
F8,T4,141,gamma
T4,T3,141,gamma
Fp1,C3,193,theta
Fp1,C4,193,theta
Fp2,P4,193,theta
Fp2,CZ,193,theta
F3,Fp2,193,theta
F3,C3,193,theta
F3,P4,193,theta
F4,C3,193,theta
C4,F4,193,theta
C4,F8,193,theta
P3,Fp1,193,theta
P3,F3,193,theta
P3,F8,193,theta
P4,Fp2,193,theta
O1,Fp1,193,theta
O1,T3,193,theta
O1,CZ,193,theta
F7,T4,193,theta
F8,C4,193,theta
F8,O1,193,theta
T3,O2,193,theta
T4,C4,193,theta
T5,Fp1,193,theta
FZ,F3,193,theta
FZ,P4,193,theta
CZ,Fp1,193,theta
CZ,F3,193,theta
CZ,C4,193,theta
PZ,Fp1,193,theta
PZ,F3,193,theta
PZ,C4,193,theta
Fp1,Fp2,192,theta
Fp1,F7,192,theta
Fp1,FZ,192,theta
Fp2,Fp1,192,theta
Fp2,F3,192,theta
Fp2,O1,192,theta
Fp2,FZ,192,theta
F3,C4,192,theta
F3,T4,192,theta
F3,FZ,192,theta
F4,O1,192,theta
F4,O2,192,theta
F4,T3,192,theta
F4,CZ,192,theta
F4,PZ,192,theta
C3,Fp2,192,theta
C3,F3,192,theta
C3,F4,192,theta
C3,P3,192,theta
C3,P4,192,theta
C3,F7,192,theta
C3,FZ,192,theta
C3,CZ,192,theta
C3,PZ,192,theta
C4,Fp1,192,theta
C4,C3,192,theta
C4,T6,192,theta
P3,C3,192,theta
P3,O2,192,theta
P3,T3,192,theta
P3,FZ,192,theta
P4,FZ,192,theta
O1,F3,192,theta
O2,F4,192,theta
O2,P4,192,theta
O2,T3,192,theta
F7,Fp1,192,theta
F7,Fp2,192,theta
F7,C4,192,theta
F7,T3,192,theta
F8,F4,192,theta
F8,P3,192,theta
T3,F4,192,theta
T3,C4,192,theta
T3,T5,192,theta
T4,Fp2,192,theta
T4,F8,192,theta
T4,FZ,192,theta
T5,F3,192,theta
T5,O2,192,theta
T5,F7,192,theta
T6,Fp1,192,theta
T6,Fp2,192,theta
T6,F3,192,theta
T6,T4,192,theta
FZ,Fp1,192,theta
FZ,Fp2,192,theta
FZ,F4,192,theta
CZ,C3,192,theta
CZ,F7,192,theta
PZ,C3,192,theta
PZ,F7,192,theta
Fp1,P3,191,theta
Fp1,P4,191,theta
Fp1,O1,191,theta
Fp1,T4,191,theta
Fp1,T5,191,theta
Fp2,F4,191,theta
Fp2,F7,191,theta
Fp2,F8,191,theta
Fp2,T4,191,theta
Fp2,PZ,191,theta
F3,P3,191,theta
F3,F8,191,theta
F3,T6,191,theta
F3,PZ,191,theta
F4,T4,191,theta
C3,O1,191,theta
C3,F8,191,theta
C3,T3,191,theta
C3,T5,191,theta
C3,T6,191,theta
C4,F3,191,theta
C4,P4,191,theta
C4,F7,191,theta
C4,T3,191,theta
C4,T4,191,theta
C4,FZ,191,theta
C4,CZ,191,theta
P3,Fp2,191,theta
P3,O1,191,theta
P3,CZ,191,theta
P4,O1,191,theta
P4,F8,191,theta
P4,CZ,191,theta
P4,PZ,191,theta
O1,F4,191,theta
O1,C3,191,theta
O1,C4,191,theta
O1,O2,191,theta
O1,F7,191,theta
O1,PZ,191,theta
O2,P3,191,theta
O2,O1,191,theta
O2,T6,191,theta
O2,PZ,191,theta
F7,F3,191,theta
F7,C3,191,theta
F7,P3,191,theta
F7,O2,191,theta
F7,T6,191,theta
F7,FZ,191,theta
F8,C3,191,theta
F8,T4,191,theta
F8,T5,191,theta
F8,CZ,191,theta
F8,PZ,191,theta
T3,T4,191,theta
T3,T6,191,theta
T4,F4,191,theta
T4,P3,191,theta
T4,PZ,191,theta
T5,Fp2,191,theta
T5,C4,191,theta
T5,P3,191,theta
T5,F8,191,theta
T6,O2,191,theta
T6,F7,191,theta
T6,FZ,191,theta
FZ,C3,191,theta
FZ,C4,191,theta
FZ,F7,191,theta
FZ,T4,191,theta
CZ,F4,191,theta
CZ,T3,191,theta
CZ,T4,191,theta
PZ,F4,191,theta
PZ,O1,191,theta
PZ,T4,191,theta
PZ,CZ,191,theta
P3,P4,191,theta
P4,F4,191,theta
Fp1,O2,190,theta
Fp1,F8,190,theta
Fp1,T3,190,theta
Fp1,T6,190,theta
Fp2,C3,190,theta
Fp2,C4,190,theta
Fp2,P3,190,theta
Fp2,T6,190,theta
F3,O1,190,theta
F3,O2,190,theta
F3,CZ,190,theta
F4,Fp1,190,theta
F4,F3,190,theta
F4,C4,190,theta
F4,P3,190,theta
F4,F7,190,theta
F4,F8,190,theta
F4,FZ,190,theta
C3,Fp1,190,theta
C3,C4,190,theta
C3,O2,190,theta
C4,O1,190,theta
C4,PZ,190,theta
P3,C4,190,theta
P3,F7,190,theta
P3,T4,190,theta
P3,T5,190,theta
P3,PZ,190,theta
P4,Fp1,190,theta
P4,F3,190,theta
P4,C3,190,theta
P4,F7,190,theta
P4,T6,190,theta
O1,P3,190,theta
O1,T4,190,theta
O1,T6,190,theta
O1,FZ,190,theta
O2,Fp1,190,theta
O2,F3,190,theta
O2,C3,190,theta
O2,T5,190,theta
O2,FZ,190,theta
O2,CZ,190,theta
F7,P4,190,theta
F7,F8,190,theta
F8,P4,190,theta
F8,T3,190,theta
T3,P4,190,theta
T3,F7,190,theta
T4,O1,190,theta
T4,F7,190,theta
T4,T5,190,theta
T4,CZ,190,theta
T5,C3,190,theta
T5,T3,190,theta
T6,F4,190,theta
T6,O1,190,theta
T6,T5,190,theta
FZ,O2,190,theta
FZ,T3,190,theta
FZ,T6,190,theta
FZ,CZ,190,theta
FZ,PZ,190,theta
CZ,Fp2,190,theta
CZ,P3,190,theta
CZ,P4,190,theta
CZ,T6,190,theta
CZ,FZ,190,theta
PZ,Fp2,190,theta
PZ,P3,190,theta
PZ,P4,190,theta
PZ,O2,190,theta
PZ,T5,190,theta
PZ,T6,190,theta
Fp2,T3,190,theta
T3,Fp1,190,theta
Fp1,PZ,189,theta
Fp2,O2,189,theta
Fp2,T5,189,theta
F3,Fp1,189,theta
F3,F7,189,theta
F3,T3,189,theta
F3,T5,189,theta
F4,T5,189,theta
F4,T6,189,theta
C3,T4,189,theta
C4,O2,189,theta
P3,F4,189,theta
P4,C4,189,theta
P4,O2,189,theta
P4,T3,189,theta
P4,T5,189,theta
O1,Fp2,189,theta
O1,P4,189,theta
O1,F8,189,theta
O1,T5,189,theta
O2,Fp2,189,theta
O2,F7,189,theta
O2,F8,189,theta
O2,T4,189,theta
F7,F4,189,theta
F7,O1,189,theta
F7,PZ,189,theta
F8,F7,189,theta
F8,T6,189,theta
T3,F3,189,theta
T3,C3,189,theta
T3,O1,189,theta
T3,F8,189,theta
T3,CZ,189,theta
T4,Fp1,189,theta
T4,F3,189,theta
T4,T3,189,theta
T5,T4,189,theta
T5,T6,189,theta
T5,FZ,189,theta
T6,P4,189,theta
T6,T3,189,theta
T6,CZ,189,theta
T6,PZ,189,theta
FZ,O1,189,theta
FZ,F8,189,theta
CZ,O1,189,theta
CZ,T5,189,theta
CZ,PZ,189,theta
PZ,F8,189,theta
PZ,T3,189,theta
PZ,FZ,189,theta
F4,P4,189,theta
P4,P3,189,theta
Fp1,F4,188,theta
Fp1,CZ,188,theta
F4,Fp2,188,theta
C4,Fp2,188,theta
C4,P3,188,theta
C4,T5,188,theta
P3,T6,188,theta
F7,T5,188,theta
F7,CZ,188,theta
F8,Fp1,188,theta
F8,Fp2,188,theta
F8,FZ,188,theta
T5,F4,188,theta
T6,C3,188,theta
T6,C4,188,theta
T6,P3,188,theta
T6,F8,188,theta
CZ,O2,188,theta
CZ,F8,188,theta
T3,Fp2,188,theta
F3,F4,187,theta
P4,T4,187,theta
O2,C4,187,theta
T3,P3,187,theta
T3,PZ,187,theta
T4,C3,187,theta
T5,P4,187,theta
T5,O1,187,theta
T5,CZ,187,theta
T5,PZ,187,theta
FZ,P3,187,theta
T3,FZ,187,theta
F8,F3,186,theta
T4,P4,186,theta
T4,O2,186,theta
T4,T6,186,theta
FZ,T5,186,theta
Fp1,F3,185,theta
F8,O2,184,theta
