Source,Target,F-statistic,p-value
FZ,O1,48.109893179939725,1.3724465185120034e-21
Fp2,T6,47.32624287900971,2.9979074452830824e-21
F8,C3,46.98230724324319,4.224239707184576e-21
P4,FZ,46.64593373562001,5.907550444232844e-21
F3,F7,46.64016328283795,5.941638547638332e-21
Fp2,F7,46.264373688106836,8.642452903755571e-21
F8,T6,46.115485812891905,1.0025638303792203e-20
T4,Fp2,45.89078986796216,1.2543432903852186e-20
P3,F7,45.83509467603407,1.3259751194222117e-20
T4,C3,45.75277372492828,1.4394111231864852e-20
C4,FZ,45.67100632464184,1.561689883787024e-20
T3,P3,45.33743649828795,1.6864927399251946e-11
P4,Fp1,45.07952011163399,2.816744140763737e-20
C3,P4,44.84378381417155,3.563193610186016e-20
T3,C4,44.68273770337004,4.183942294447953e-20
T5,PZ,44.53006704136822,4.87197820490975e-20
P4,F8,44.234750197262294,6.540409702910573e-20
C3,Fp1,44.15853485456017,3.076835600711356e-11
F8,F3,44.09920639601133,7.487016589662644e-20
T3,P4,44.03965212338693,7.945145028307356e-20
T3,T5,43.99281230215412,8.325077486721463e-20
CZ,T3,42.63500816264578,3.2246511596211565e-19
Fp1,T4,42.55550756333617,3.4907417353578024e-19
C3,F7,42.511582124398025,3.6470666951281574e-19
O2,CZ,42.35788088210535,4.251270116561651e-19
F3,F8,41.99815141246247,6.086062090089203e-19
PZ,F8,41.828530689742735,7.207907626312372e-19
C3,O1,41.34407118147878,1.1685888741021148e-18
PZ,C4,41.240674687145656,1.364784027193592e-10
T6,C3,40.78415757915555,2.0427090169152772e-18
F3,FZ,40.66486593562651,2.300820029148638e-18
C3,T6,40.226332991138705,3.563319473094567e-18
P4,CZ,40.19918803205023,3.6611211974039e-18
CZ,T5,40.108126202965224,4.0092462694241694e-18
P3,P4,39.94275845647045,2.649564705339125e-10
O1,T6,39.43431430575133,7.851809787943258e-18
Fp1,O2,39.283842030564976,9.123440686981452e-18
T4,P3,39.09651316192955,4.0845279012747757e-10
F4,O1,39.07699199831596,1.1214321100109314e-17
CZ,T6,39.0548807043009,1.14644283830705e-17
T5,Fp1,38.37350314970379,2.2623327098899744e-17
T5,P4,38.03841040853726,3.160375241526931e-17
T6,T5,37.75124232104798,4.208810969476544e-17
P4,Fp2,37.748208208987585,4.221570210117871e-17
T3,Fp1,37.64247153405236,4.691232032728803e-17
O1,F8,37.41240823505536,5.901579814539069e-17
F7,FZ,37.347322955898804,9.999657476257643e-10
C4,T5,36.83282617014334,1.0521915157388088e-16
Fp1,F4,36.66930404118538,1.2386504672180874e-16
C4,F7,36.45460164616351,1.534547024781271e-16
FZ,T4,35.99235541467666,2.433759294534578e-16
Fp2,F8,35.924251147209375,2.0733190986029616e-09
O1,T3,35.46310915563957,4.126806789193275e-16
P3,F8,35.04774755511143,6.246067791428773e-16
T6,O1,34.80993645546804,7.918842733610713e-16
Fp2,P4,34.56961730570433,1.006480012561476e-15
C3,F8,34.330868288721646,1.277231770798048e-15
Fp2,T5,33.969758675086624,1.8313170250156917e-15
T4,F8,33.83116684918889,2.102935300977698e-15
O1,Fp1,33.68238599545609,2.4395209296556698e-15
P3,Fp2,33.62459585319989,2.584340883616623e-15
P3,C4,33.457830481290905,3.0522741344547017e-15
F8,T5,32.52089729633308,7.774832138483619e-15
P4,T6,31.875862779866,1.4800051225288777e-14
P4,F7,31.53883239474698,2.0717822211464594e-14
O2,F7,31.467839403998823,2.2239005662430983e-14
C3,O2,31.1775656164903,2.9712097109086666e-14
PZ,Fp2,30.809712908663297,4.2892442064118687e-14
O1,Fp2,29.392732508249267,1.764459607613463e-13
CZ,C3,28.99017509201007,2.637070425286509e-13
CZ,F7,28.908018307070346,2.8624473818133834e-13
F8,O1,28.551004077800858,4.0879808668853384e-13
F4,T5,28.13606031119536,6.185828920921952e-13
Fp1,P3,27.456896293918543,1.616518352678655e-07
FZ,P4,27.397677776387006,1.2927593822058868e-12
P3,Fp1,26.71328939185043,2.5600116187571514e-12
Fp1,F7,26.50480868641866,3.1523439443924886e-12
F3,F4,26.0981505778713,4.731001262224362e-12
F7,C4,25.879537419467667,5.884933415076157e-12
F4,T6,25.83219735666164,6.16975478922166e-12
F3,PZ,25.712880793237755,6.950292410302653e-12
FZ,O2,25.35300961671963,9.95506446065521e-12
PZ,O1,25.01925150025922,1.3892023973405568e-11
Fp2,O2,24.89562482201327,1.571709477657608e-11
FZ,T5,24.80592345780517,1.7189714097946867e-11
FZ,T6,24.52641283483184,2.2723314687238378e-11
FZ,C3,24.466211443541564,2.4131084404279626e-11
CZ,C4,24.40751857844085,7.835679708570041e-07
FZ,C4,24.251354360560818,2.9905165480301334e-11
T3,PZ,23.591575473623735,5.7790530993622784e-11
O2,P3,23.5848521057237,5.817981114012815e-11
PZ,T5,23.061502511771394,9.811360666845394e-11
Fp1,F8,22.69666487008667,1.412374667128338e-10
C3,P3,22.36185099388216,1.9731188054366548e-10
O2,T3,22.341341485366065,2.0139467052889792e-10
F7,O1,22.221940678064993,2.2689815086714948e-10
O1,T5,22.159416095386685,2.415168419610571e-10
C4,T6,21.824964344953322,3.3728618474482553e-10
Fp1,T5,21.766524390147072,3.575560809808776e-10
O1,O2,21.088287057012426,7.038901206588093e-10
C4,T4,21.072769904470427,7.148830736658671e-10
O2,C4,21.059397797822566,4.469530735506844e-06
F7,P4,20.80101842735966,9.377798858781703e-10
P3,T5,20.618056798903044,1.1257900394477437e-09
C4,F8,20.420880584490323,1.3708193923279824e-09
T4,Fp1,20.3748083702981,1.435369342940515e-09
PZ,Fp1,20.22845234045764,1.6612871914958892e-09
T6,O2,20.075749347812632,1.934992751884858e-09
F8,FZ,19.456988547315994,3.5898152605271046e-09
C4,PZ,19.280130439975885,4.283390925629754e-09
PZ,C3,19.2758656257415,4.301675719457628e-09
P4,O2,18.984519633151482,5.754617853688534e-09
Fp2,Fp1,18.90740516417613,6.215373884347689e-09
CZ,F4,18.789272478405177,6.993768497026047e-09
Fp2,P3,18.775517538765808,1.4749050950277772e-05
CZ,F8,18.629757612788023,8.20175415529852e-09
Fp1,C3,18.446136635572277,1.7528944934288536e-05
F7,C3,18.433527669312806,9.977683315104687e-09
O2,Fp1,18.129185824052133,1.3522370126690755e-08
P4,C4,17.98601822536439,1.5601257610688465e-08
CZ,T4,17.891889514082987,1.7139312437196915e-08
C3,T5,17.751918483723266,1.9711260240239386e-08
CZ,FZ,17.549115773951762,2.4137562628773657e-08
O2,Fp2,17.306238157940026,3.076514948097866e-08
Fp1,PZ,17.07514486126192,3.602080275892361e-05
T5,O2,16.711082382430295,5.5751603548090315e-08
P3,O2,16.528996163663386,6.687354208324104e-08
F3,T5,16.121306546772324,1.0049192537693341e-07
O2,F8,15.703922077456367,1.5248207772194166e-07
PZ,O2,15.498282675965804,1.872577680503997e-07
T6,C4,15.227996066896244,2.4530770950044233e-07
O2,F3,15.114494902728033,2.7476247581290735e-07
F4,O2,15.10044225449569,2.786471787428655e-07
P3,O1,14.911802336869528,3.3643652957090685e-07
FZ,PZ,14.421340356947212,0.00014640670220370292
F7,O2,14.33354889970283,5.99523300619035e-07
T6,P3,13.882164080119342,9.4116824671744e-07
FZ,F4,12.68609103743306,0.0003689203668230598
P4,C3,12.645149032694649,3.239298696844565e-06
F8,O2,12.622135673521049,3.314650051525657e-06
C3,F3,12.566834870506673,3.5029635904336885e-06
O1,C4,11.516342359374272,1.0007268548002049e-05
T5,C4,10.793429630444699,2.0608851196842316e-05
CZ,P3,10.473790351735035,2.8364761831840195e-05
Fp2,C3,10.464699643696001,0.001218008554195773
F7,T5,10.211311446326654,3.687216400245652e-05
F4,P3,10.038059457390116,4.384230877811299e-05
F3,P3,9.409895461759072,8.213643313466883e-05
F7,F4,9.359153786847584,8.640915298815823e-05
CZ,Fp2,9.062172997986604,0.00011626865393481212
C4,P3,8.850158983835989,0.00014371021456331467
FZ,P3,8.47607798672147,0.0002088627612067845
F8,PZ,7.71866581599495,0.0004452813621281272
P3,C3,7.670798782154395,0.00561539390369149
Fp2,PZ,7.53143891363968,0.0005369172878154362
O2,C3,7.330900969442215,0.0006560840356337656
O1,PZ,6.8365917451431555,0.0010753261712007738
F4,PZ,6.791699167259754,0.0011246788108636488
Fp2,C4,6.781356746213299,0.0011363660875654633
C4,Fp2,6.661196660472053,0.0012813896430233815
F8,P4,6.647185883103348,0.0012994616967135783
C3,PZ,6.628602571174561,0.010039848814249715
O1,C3,6.408581119178412,0.0016494757870284028
F3,O1,6.063349824937976,0.0023292685627106357
T6,PZ,5.706686472391386,0.0033270515227931297
T5,O1,5.560887215892055,0.0038490809630325417
F4,P4,5.488231917267866,0.004139043091978387
O2,T5,5.292274479984733,0.005034710629591439
F3,P4,5.008137892777826,0.0252352827572192
F7,P3,4.554602061490392,0.0328379718879656
O2,T6,4.32324979795217,0.013264477286598879
T5,C3,3.963931253040514,0.01899764598029925
F8,F4,3.705939294223012,0.02458767249951493
C4,Fp1,3.189018070846018,0.04122541944018294
F7,PZ,3.0161776442635713,0.04900204111553781
