edge,min_value,max_value,jaccard_min_over_max,subject_id
F4-F8,5.252844449335759,8.277682906912704,0.6345790855251416,sub-NORB00065
F4-T3,0.6254225104108191,2.9581269079912635,0.2114251787917769,sub-NORB00065
F4-T4,1.6820719032424118,3.875900914320797,0.43398217354510826,sub-NORB00065
F4-T5,0.4796876815618214,0.5934692076889648,0.8082772877632163,sub-NORB00065
F4-T6,0.7481322338916785,1.465585995611013,0.5104662818368273,sub-NORB00065
F4-FZ,10.717391052303766,11.318630433480681,0.9468805537286172,sub-NORB00065
F4-CZ,4.055155592187023,5.538385226379072,0.7321909593562588,sub-NORB00065
F4-PZ,3.9262088438171445,3.9358960632354725,0.9975387512112389,sub-NORB00065
C3-C4,6.1540022344926975,6.245611204823689,0.9853322649574731,sub-NORB00065
C3-P3,3.7333652620159747,4.782924734889748,0.7805611563950385,sub-NORB00065
C3-P4,2.6922638124385876,3.3141350908108578,0.81235789690754,sub-NORB00065
C3-O1,0.9337849866063077,1.3447396815800574,0.6943983280906223,sub-NORB00065
C3-O2,0.9236957195138862,1.2899310043453989,0.7160814930428266,sub-NORB00065
C3-F7,4.101285912318581,5.113586387005489,0.802037083550727,sub-NORB00065
C3-F8,3.1096151692003327,3.842463255054665,0.8092764882291876,sub-NORB00065
C3-T3,1.3532046340886792,3.9974576935467794,0.3385163115730279,sub-NORB00065
C3-T4,1.2920357460466518,2.8960881337415616,0.4461313628523535,sub-NORB00065
C3-T5,0.9160215988394562,1.0078273797767696,0.9089072367158272,sub-NORB00065
C3-T6,0.7753179586675192,1.3508748790955964,0.5739376537867004,sub-NORB00065
C3-FZ,5.927233872245372,9.114853609986486,0.6502829475781521,sub-NORB00065
C3-CZ,4.779292734065962,6.844617423826646,0.69825564207999,sub-NORB00065
C3-PZ,5.245717400215978,5.948129562433264,0.8819104132072834,sub-NORB00065
C4-P3,3.066530277791081,4.313372045549427,0.7109357239320806,sub-NORB00065
C4-P4,2.7925704760438466,5.429245179966413,0.5143570392341578,sub-NORB00065
C4-O1,1.100200395573,1.3192669804187391,0.8339482545252465,sub-NORB00065
C4-O2,0.8485524329935845,1.4069067672134408,0.6031333793882102,sub-NORB00065
C4-F7,2.8667809210034756,3.103683782024994,0.9236704259649314,sub-NORB00065
