subject_id,session_left,session_right,edge,left_value,right_value,jaccard_min_over_max
sub-NORB00064,ses-2,ses-3,C4-P3,4.0154533508983565,3.9191124245602404,0.9760074597015148
sub-NORB00064,ses-2,ses-3,C4-P4,5.735502597819439,5.073691911322374,0.8846115618971777
sub-NORB00064,ses-2,ses-3,C4-O1,1.1318964805706377,0.897308285779596,0.7927476595096614
sub-NORB00064,ses-2,ses-3,C4-O2,1.8149215145661042,1.0169293812882814,0.560315899683078
sub-NORB00064,ses-2,ses-3,C4-F7,3.4820184881302283,5.027927703877962,0.6925355122836396
sub-NORB00064,ses-2,ses-3,C4-F8,5.57771402908166,4.965779920358798,0.8902894437519928
sub-NORB00064,ses-2,ses-3,C4-T3,1.9465135291542826,2.8907652940980135,0.6733557833728042
sub-NORB00064,ses-2,ses-3,C4-T4,5.023219131298929,3.2717755706312226,0.6513304486848438
sub-NORB00064,ses-2,ses-3,C4-T5,1.2916745277636479,1.1760794910650068,0.9105076130139551
sub-NORB00064,ses-2,ses-3,C4-T6,2.40572250410883,1.7210481775491775,0.7153976298636814
sub-NORB00064,ses-2,ses-3,C4-FZ,6.199525964288503,4.9466329710362755,0.7979050333091045
sub-NORB00064,ses-2,ses-3,C4-CZ,5.327343442182339,5.719233702699105,0.9314785370054348
sub-NORB00064,ses-2,ses-3,C4-PZ,6.262077268333732,5.517781469295733,0.8811423482744652
sub-NORB00064,ses-2,ses-3,P3-P4,5.272933932775214,6.442036772619279,0.8185196885536067
