node,min_value,max_value,jaccard_min_over_max,subject_id
O1,0.15508897569444446,0.1587456597222222,0.976965140123035,sub-NORB00074
O2,0.15364583333333334,0.17887912326388894,0.8589366412908311,sub-NORB00074
F7,0.14973958333333334,0.18005099826388887,0.8316509476602285,sub-NORB00074
F8,0.1183810763888889,0.146875,0.8059988179669031,sub-NORB00074
T3,0.17078993055555555,0.18235677083333332,0.9365702725217185,sub-NORB00074
T4,0.15321723090277778,0.19140625,0.8004818594104308,sub-NORB00074
T5,0.1726453993055555,0.17957899305555555,0.9613897280966764,sub-NORB00074
T6,0.13075086805555555,0.14312065972222224,0.9135708870356329,sub-NORB00074
FZ,0.1357421875,0.18526475694444441,0.7326929834836595,sub-NORB00074
CZ,0.10894097222222222,0.17279730902777776,0.6304552590266876,sub-NORB00074
PZ,0.1759982638888889,0.18338216145833336,0.9597349190852341,sub-NORB00074
Fp1,0.16757103909829268,0.20260079961227428,0.8270995939748533,sub-NORB00075
Fp2,0.1754223584269713,0.1928453952128532,0.9096528243951523,sub-NORB00075
F3,0.16525860398730235,0.2010833397234723,0.8218413530159397,sub-NORB00075
F4,0.15534531528437537,0.20785702742651307,0.7473661930400549,sub-NORB00075
C3,0.17245792341820987,0.18042091601390062,0.9558643600109133,sub-NORB00075
C4,0.15688220077354145,0.19756453171981883,0.794080796830617,sub-NORB00075
P3,0.17941925642716688,0.19448419040122739,0.9225390303295037,sub-NORB00075
P4,0.17743451255330928,0.1986454349906614,0.8932222004580711,sub-NORB00075
O1,0.1607852214312391,0.21691196101847326,0.7412464516769818,sub-NORB00075
O2,0.16965493975411058,0.21685629704248308,0.78233808318176,sub-NORB00075
F7,0.15409672792398454,0.18347659302266164,0.8398713175633891,sub-NORB00075
F8,0.14842557552792301,0.21614481597336796,0.6866950514612902,sub-NORB00075
T3,0.1633707312141271,0.1738734575269059,0.939595574493286,sub-NORB00075
T4,0.15127952934641906,0.20117081742744203,0.7519954001329359,sub-NORB00075
T5,0.15646345595403263,0.21225308081523947,0.7371551703893986,sub-NORB00075
T6,0.16472773300723373,0.21894051538399095,0.7523857917221232,sub-NORB00075
FZ,0.1625298552733106,0.19121914449070707,0.8499664388008454,sub-NORB00075
CZ,0.18471943023066928,0.19809186486097943,0.9324937718179648,sub-NORB00075
PZ,0.17773265589614576,0.22508744558356644,0.7896160331614779,sub-NORB00075
Fp1,0.18120659722222224,0.19934353298611113,0.9090166834499088,sub-NORB00077
Fp2,0.19009874131944443,0.19476453993055556,0.9760439009443159,sub-NORB00077
F3,0.2007975260416667,0.2245768229166667,0.8941150891433541,sub-NORB00077
F4,0.20162217881944447,0.20801866319444443,0.9692504303374891,sub-NORB00077
C3,0.1784342447916667,0.1942003038194444,0.9188154770219309,sub-NORB00077
C4,0.1721462673611111,0.18317599826388886,0.9397861564434441,sub-NORB00077
P3,0.18553602430555555,0.20362413194444443,0.9111691356708942,sub-NORB00077
P4,0.18312174479166665,0.19682617187499998,0.9303729430248905,sub-NORB00077
O1,0.19112955729166667,0.20231119791666666,0.9447304907481899,sub-NORB00077
O2,0.1827039930555555,0.21931423611111117,0.8330694636849392,sub-NORB00077
F7,0.1664496527777778,0.185107421875,0.899205721152437,sub-NORB00077
F8,0.19282769097222222,0.19321831597222225,0.9979783231313527,sub-NORB00077
T3,0.186181640625,0.19454210069444441,0.9570249316749402,sub-NORB00077
T4,0.1677517361111111,0.20596245659722223,0.8144772541685324,sub-NORB00077
T5,0.1788899739583333,0.21328667534722223,0.8387301910309566,sub-NORB00077
T6,0.179443359375,0.23111436631944446,0.7764266766825512,sub-NORB00077
FZ,0.1984700520833333,0.22374131944444448,0.8870514064015516,sub-NORB00077
CZ,0.19671223958333336,0.20271809895833334,0.9703733440385388,sub-NORB00077
PZ,0.18285047743055557,0.1972113715277778,0.9271801925722146,sub-NORB00077
Fp1,0.17291124131944446,0.18095638613073967,0.955540973251518,sub-NORB00078
Fp2,0.17293836805555557,0.18065315892692765,0.9572950126242041,sub-NORB00078
F3,0.17518988715277778,0.2102965581512616,0.8330611242185315,sub-NORB00078
F4,0.17348421297988412,0.18585611979166666,0.933432879016033,sub-NORB00078
C3,0.16263563368055553,0.17390189068591616,0.9352148676421892,sub-NORB00078
C4,0.15582642103909466,0.20047743055555553,0.7772766271359042,sub-NORB00078
P3,0.1780327690972222,0.19230349455815465,0.9257906077384526,sub-NORB00078
