Source,Target,F-statistic,p-value
T6,F7,136.50989410038395,9.247825319586587e-60
T3,Fp2,136.0587857323162,1.4464335219661265e-59
O1,C3,135.72404044984427,2.0158207603086643e-59
CZ,T4,135.62891686013026,2.2152162073235612e-59
O1,FZ,135.36167511060412,2.8873731702239926e-59
T4,Fp1,135.1605617538756,3.524625602250983e-59
T4,C4,134.8663047860579,4.71886539971499e-59
Fp2,PZ,133.30162899822463,2.2269943796718952e-58
F7,PZ,132.3122323694256,5.9411511515867445e-58
Fp2,T3,131.76014251387488,1.0272527365199591e-57
O2,T6,130.43920293425046,3.807945424556607e-57
T4,C3,127.84167657025239,5.008963732566481e-56
F3,C3,127.71985671967124,1.4707154877247543e-29
O1,F3,127.64942327423461,6.061511604704772e-56
T4,T3,125.02238817543335,8.213870115336033e-55
T6,Fp1,124.3494351694351,1.6015746521099286e-54
PZ,Fp2,124.11592731536079,2.0191884109667056e-54
F7,CZ,123.84026087196699,2.6544620692572115e-54
O2,CZ,123.70863824432453,1.101389045796765e-28
P3,F3,123.68648841194863,3.0920487440478095e-54
Fp2,T6,123.26787225106361,4.684426537256896e-54
Fp1,P4,122.6681161117536,8.494546593217425e-54
T4,F7,121.2393759341502,3.507029849436934e-53
P3,C3,120.73787933194077,5.769015929687108e-53
T6,Fp2,119.74146185807732,1.551000303307355e-52
F8,O2,119.02257187011303,3.1659865992115542e-52
F8,P3,118.22999386396165,6.953244802946497e-52
F4,FZ,116.73651486341787,3.062445359531946e-51
F7,O2,115.25167834632501,1.3374646878015921e-50
F4,F3,115.18219477265764,1.4329890185991799e-50
T3,F3,114.69857670818465,2.31620571161147e-50
PZ,T6,114.13314788311985,4.060652450756644e-50
FZ,CZ,114.07281251083502,4.311352720936182e-50
T4,F4,113.97857229661399,1.4602048369000647e-26
O2,F8,113.93238576345124,4.956425215155347e-50
FZ,T3,113.22548759467998,1.0000140756608254e-49
P3,Fp2,113.08387947193653,1.1509958667541906e-49
F8,CZ,112.2219672066035,2.7088179672115366e-49
F8,P4,111.99059521754188,3.408506243132091e-49
F8,C3,111.40929423628383,6.071126535652479e-49
O2,C4,111.11669171764477,8.118338949545719e-49
O2,Fp1,110.66223961939588,1.2748951661406248e-48
T4,F3,110.4955333345762,1.504447557741414e-48
O1,F4,109.65996742513934,3.44967882224436e-48
PZ,F8,109.2006048076883,5.4440466370784067e-48
T4,CZ,109.09847596754065,6.025252303471555e-48
O2,F7,107.80918469041819,2.168386203973951e-47
Fp2,O2,106.86095901125954,5.561616392332519e-47
T6,T4,106.04646304108289,1.2490898624151164e-46
PZ,C4,105.94508643597082,1.3814372776900571e-46
T6,CZ,105.8388895262364,1.5351421829462434e-46
O1,T5,105.8062165465513,1.5857877084488479e-46
Fp2,F4,104.78749038962705,1.4835664439445436e-24
FZ,Fp2,104.56368650227039,5.449339586794377e-46
P3,O2,104.53922521947982,1.6809133456416472e-24
T5,T3,104.28524655397644,7.185955653198204e-46
Fp2,Fp1,104.14108136081164,8.292575444570034e-46
O1,Fp1,103.12170943634379,2.2832184547533418e-45
F4,T3,102.94783362132351,2.71379787764864e-45
P4,FZ,102.73035721602295,3.36839475732189e-45
F4,PZ,102.54086201503645,4.066259049084881e-45
P3,T6,102.12030098534595,6.175631845634419e-45
F4,P4,101.64542238386258,9.899501551146064e-45
CZ,F3,101.36680812747653,1.3057228119447983e-44
T6,F8,101.22168111463411,1.5082809786431322e-44
F4,T4,100.87389949949393,1.0629072131553388e-23
O1,F7,100.7156647315687,2.493813482033147e-44
T5,F7,100.09663423081786,4.613479251065038e-44
C4,O2,98.93014130179135,2.8274478909103585e-23
T4,FZ,98.41794394552512,2.4466886735242232e-43
T5,FZ,98.24476535389466,2.9062282479862743e-43
Fp2,F7,97.65817531330903,5.2063349105442944e-43
T5,F3,96.93279053071386,1.0706762864511505e-42
PZ,T4,96.77707747280698,1.2499035887984075e-42
FZ,C4,96.7676704637135,1.2616455513920704e-42
P4,F4,96.73564958637336,1.3024475587232934e-42
T6,C4,96.30614063025851,1.9960657692353864e-42
O1,Fp2,95.84588605454262,3.154042263519481e-42
PZ,O1,95.82196737937697,1.3522385771160979e-22
Fp1,O1,95.72651289739582,3.551419916883982e-42
Fp1,T3,95.48466400921019,4.516600134335055e-42
C3,T6,95.18024381868956,6.112746917584041e-42
C3,C4,95.07389941795923,6.794354086644876e-42
PZ,T3,95.06053709201313,6.885208181712404e-42
Fp2,O1,94.04725863380774,1.8853519787945003e-41
F3,T3,93.76018015431809,2.5080802425859425e-41
CZ,O2,93.67294211621626,3.9915583302183898e-22
Fp2,P4,92.67177122493973,7.401042255448336e-41
T4,P3,92.5015156535951,8.766140679491573e-41
O2,T4,92.4125960578515,9.576433715545904e-41
FZ,C3,92.27473405589745,1.0983300547119079e-40
Fp2,T5,91.7583919998417,1.835248301834311e-40
T5,O1,91.55378450527276,2.249305740188767e-40
T4,Fp2,91.01462857331543,1.5234619757916205e-21
Fp1,T4,90.09924150795193,9.553929025847217e-40
FZ,P3,89.54624485042781,1.6557866784638592e-39
T6,P4,89.31265767451562,2.088747872333249e-39
P3,C4,89.2497277215176,2.2236399139306e-39
T5,Fp1,89.01315698784009,2.8134326887603138e-39
C3,CZ,88.96637807617265,4.2774083022551374e-21
F4,Fp1,88.81096044491346,3.4400439156240515e-39
F4,F7,88.57079250998399,4.3680991143835366e-39
T5,C3,88.5224596505551,4.5831875190745814e-39
T3,O2,88.46362672998653,4.859346514602036e-39
FZ,F4,87.78263775875709,9.565491538839763e-39
F3,C4,87.58206188141541,1.1677272554370437e-38
F4,O2,86.7887031587895,2.5705438184404444e-38
T3,PZ,85.85936124730097,6.47838453056721e-38
T3,P3,85.40724251136695,1.0157196776168869e-37
FZ,T4,84.93051226010995,3.273534213993785e-20
F3,T6,84.2530833704905,3.20165631026433e-37
C4,F3,83.46675483937325,6.999901374932658e-37
FZ,F7,83.31893795119292,8.108771250873941e-37
CZ,Fp1,83.23190139505223,7.71215290135615e-20
F7,P4,82.83676608987001,1.3100193293901971e-36
CZ,T6,82.27589436174242,2.288814229915432e-36
F7,T4,81.97491862508791,3.087841525478273e-36
T6,P3,81.91418578167394,3.280171235520881e-36
O2,O1,81.06655753565865,2.3001055036715357e-19
CZ,C3,80.18609163290114,1.8306901317843938e-35
Fp1,F8,79.23935051122334,5.785632385908505e-19
F4,O1,78.26861554525097,1.2338433294382784e-34
T4,P4,77.92877135197205,1.7303557284243412e-34
T3,C3,77.8610488642372,1.8509912789952156e-34
P3,T4,77.64035932392669,2.3056056416845337e-34
C4,T6,77.22702299901327,3.478803922527415e-34
T4,O1,76.43159176854682,7.677681882250642e-34
F8,O1,75.95128861936827,1.238324030340998e-33
F4,T6,75.28421544139307,2.4053454718020816e-33
T5,P3,75.2297706913913,2.5392870424127164e-33
PZ,Fp1,75.21157913918923,2.585683181054777e-33
CZ,F7,74.37025160836407,6.76909648365502e-18
T5,Fp2,73.99496617786403,8.679423527279282e-33
F8,F3,73.88448479858968,9.68838910973294e-33
FZ,Fp1,73.71851391359579,9.409910051963053e-18
Fp1,T5,73.3563338094352,1.6389806624312376e-32
P4,T6,72.41024085890106,4.2033272424002593e-32
FZ,P4,72.18662364949955,5.251362146948693e-32
P3,F8,72.01602779450793,6.22340929561955e-32
F7,O1,69.48915836982326,7.7019617723102e-31
C4,C3,68.39438099806121,2.2909562884020203e-30
T5,F4,68.39266749460619,2.2948684740635464e-30
PZ,F7,68.12490013714564,2.9960811527837895e-30
P4,C4,67.87731548919788,3.833743623989077e-30
F8,Fp2,67.69951134032472,4.5763220085560035e-30
Fp1,F7,66.2802016939792,1.880807493972078e-29
F3,P3,65.83079704043494,2.9424946114742943e-29
CZ,C4,65.39372639134105,4.54734244504925e-29
T6,O2,64.13553238320556,1.5921390432762001e-28
P4,T4,64.01190458963184,1.8007675710747326e-28
F4,T5,63.87700730251798,2.0597264807704406e-28
F3,CZ,63.872506010329566,2.0689817695065864e-28
PZ,CZ,62.914449072182755,2.228719673305771e-15
T5,O2,62.883099387195635,5.543126390515119e-28
P4,F3,61.94223105692295,1.4150788335434298e-27
T4,T5,60.97160160955759,3.721399855560875e-27
P4,C3,60.90307873598754,3.9843043693404224e-27
P3,T3,60.82365727321624,4.3123506965840286e-27
T5,T6,60.55024801889471,5.6624637267176835e-27
F8,T3,59.32337328809755,1.9223894983999038e-26
FZ,O2,58.99999022248583,2.653183953876138e-26
F7,T5,58.92705182497892,2.853170815904106e-26
T5,PZ,58.49466949704998,4.389573767210085e-26
P3,Fp1,58.345139803877906,5.094786296457478e-26
T4,T6,57.612642106366714,1.0570531570030584e-25
F8,FZ,57.39686926412015,1.3105998710909376e-25
C4,PZ,55.56268202629189,9.281339474147574e-14
FZ,PZ,55.29032493232537,1.0693494444122026e-24
O1,C4,53.60321645879909,5.745609884732097e-24
T4,PZ,53.38491035215717,7.142155096066611e-24
T3,T4,53.293444469906966,7.823847759630307e-24
T6,O1,53.08024955108667,9.67615768761826e-24
F3,O2,53.06396188647486,9.834520484066808e-24
P3,T5,52.77190878993025,1.3157459200773546e-23
F8,T5,52.41519330121374,1.8775171921665215e-23
F8,F4,52.16865301495967,2.4005244717788714e-23
F8,T4,52.01439745022134,2.799503599966498e-23
F3,F7,51.862396832276204,3.25746995344761e-23
T6,PZ,51.46716812794142,4.83029299809923e-23
P4,F8,50.723754625408574,1.013458270961207e-22
F3,P4,50.37403807421224,1.4361751613559744e-22
CZ,F8,50.04035175459856,2.0029592627571936e-22
T4,O2,49.58800063570322,3.144241103585071e-22
FZ,O1,49.506199282052684,3.411395091460954e-22
C3,T3,49.3180099278142,4.11537996119745e-22
T3,Fp1,49.23119410040091,4.487431065247174e-22
T3,P4,49.22625019737004,4.509603018784118e-22
F7,F8,48.944823207594126,5.970168760834354e-22
F4,Fp2,48.87808430730444,2.777141945106321e-12
P4,Fp2,47.95567078044716,1.6005632979812835e-21
F7,T3,47.07353891055986,3.856943579529263e-21
C3,O2,46.99453214052358,4.173062592277199e-21
C3,P3,46.363069415057964,7.832452187538755e-21
CZ,PZ,46.30809470044806,1.0282496480949855e-11
FZ,T6,45.90102118790936,1.2416114743763798e-20
CZ,T3,45.32886712822286,1.6938775401276394e-11
O1,T4,45.159381241472516,2.6011278760284406e-20
F3,PZ,44.99246895632188,3.072183112569983e-20
P3,F7,44.44601009344297,5.297970811224901e-20
T3,O1,44.43089851211117,5.3784143429098377e-20
T6,T5,43.84946273477421,9.604477517184018e-20
T3,F8,42.913510598706665,2.4426049288389064e-19
Fp2,T4,41.70087742618194,1.0788453167630355e-10
C3,T4,41.55466894130971,9.471890750489538e-19
Fp2,F8,40.36418370811973,3.1055418337284363e-18
O2,T5,39.222669503680606,9.697516157086782e-18
F3,O1,37.37729495331292,6.111984216445382e-17
C3,PZ,37.29865043829019,6.610854009499104e-17
T5,F8,36.853166233556756,1.0310542504634219e-16
T5,C4,36.504894065436474,1.4594464943931705e-16
C3,P4,35.78159280508666,3.003348804417751e-16
FZ,T5,35.61475276470652,3.54733451077691e-16
T5,CZ,35.3618267006309,4.565658111415211e-16
P4,O2,35.00834400320585,3.3163124337354926e-09
O2,PZ,34.42446996215937,1.1633387562295235e-15
C3,Fp1,33.13698262891778,4.204133935757317e-15
C4,Fp1,32.96950515548148,9.446176127358422e-09
F7,Fp1,32.09746352234237,1.1863567257010551e-14
T3,T5,31.2769401381338,2.690664723971034e-14
F8,F7,30.45685567043198,6.10002793219011e-14
C3,F8,30.260927758722456,7.417559726882877e-14
T5,P4,30.038403006012064,9.262335770151231e-14
O2,P4,27.681851951160795,9.734519745616007e-13
C3,O1,26.876819189472265,2.1744058681387217e-12
PZ,T5,25.45323845882281,9.00708496438637e-12
P4,T5,25.114479630114875,5.431341650669609e-07
O1,CZ,23.7617783855285,4.875820907049651e-11
F3,T5,23.742140962399567,4.972371005041016e-11
C4,F7,21.164926972808203,4.230205184751566e-06
P4,T3,20.60267515463649,1.1432177774045183e-09
F3,T4,20.362773028207265,1.4527266437484644e-09
CZ,O1,19.97935156575906,7.855148356586981e-06
C4,O1,19.471073743707684,1.024681995631109e-05
P4,PZ,19.40796172384173,1.059085943676677e-05
P4,Fp1,18.58454831584401,8.580608427565933e-09
T3,F7,17.015097677016694,4.1149469120959025e-08
C4,P4,16.24116049239986,8.915215793533095e-08
O1,P4,15.71877096552199,1.5023680478398614e-07
PZ,O2,15.648514428611229,7.643679409647241e-05
PZ,P4,15.38591255601444,2.0950505236960208e-07
T5,T4,15.234806201228505,2.4364438496948633e-07
C3,T5,14.872163212333465,3.5002751602385293e-07
F8,Fp1,14.68708396335979,4.211209882528392e-07
F3,F8,14.293217585101612,6.2417457669723e-07
T4,F8,14.293202279934066,0.00015671280711851548
C4,T3,13.93601611421273,8.918666887033039e-07
CZ,T5,13.243646569876939,1.7812996374346785e-06
P4,F7,13.164400526865055,1.9280785094260322e-06
P3,CZ,13.037361475668904,2.1890310639531952e-06
P4,CZ,10.573384607400893,2.5677594834316557e-05
C3,F7,10.37488751485937,3.131151814315748e-05
F3,Fp1,9.43469957516293,8.012534103669905e-05
C4,CZ,8.800248797487983,0.00015106066927476918
C4,P3,5.380892804530882,0.004607877239226583
CZ,P4,4.83884564179956,0.007921981394109318
C4,T5,4.684286781846141,0.03044706999263097
F4,F8,4.4691469210103305,0.011464239056352422
P3,P4,3.0756809101554863,0.046171836598174185
