source,target,consistency
F7,T3,0.618421052631579
C3,T5,0.618421052631579
O1,FZ,0.618421052631579
CZ,T6,0.618421052631579
F4,C3,0.618421052631579
F3,T4,0.6140350877192983
C3,Fp1,0.6140350877192983
C3,F7,0.6140350877192983
P4,O2,0.6140350877192983
C3,T6,0.6140350877192983
T6,C3,0.6096491228070176
C3,T4,0.6096491228070176
Fp2,CZ,0.6096491228070176
P3,O2,0.6052631578947368
CZ,Fp1,0.6052631578947368
F3,CZ,0.6052631578947368
T4,F3,0.6052631578947368
O2,Fp1,0.6052631578947368
O2,O1,0.6008771929824561
O1,O2,0.6008771929824561
F4,T6,0.6008771929824561
Fp1,C4,0.6008771929824561
T3,T5,0.6008771929824561
T5,Fp2,0.6008771929824561
F8,Fp1,0.5964912280701754
T3,FZ,0.5964912280701754
Fp1,C3,0.5964912280701754
P4,T6,0.5964912280701754
P3,P4,0.5964912280701754
Fp2,T4,0.5964912280701754
Fp1,T4,0.5964912280701754
F3,T6,0.5921052631578947
F7,F4,0.5921052631578947
F7,O2,0.5921052631578947
T4,P4,0.5921052631578947
T4,Fp1,0.5921052631578947
F4,T4,0.5921052631578947
F4,F7,0.5921052631578947
F8,C3,0.5921052631578947
F7,Fp2,0.5877192982456141
C3,P4,0.5877192982456141
C3,CZ,0.5877192982456141
FZ,T6,0.5877192982456141
O1,T4,0.5877192982456141
F7,T4,0.5877192982456141
T3,F7,0.5877192982456141
T5,FZ,0.5877192982456141
O2,T5,0.5877192982456141
PZ,O2,0.5877192982456141
O2,P3,0.5833333333333334
T5,T4,0.5833333333333334
T4,F8,0.5833333333333334
C4,O1,0.5833333333333334
PZ,Fp1,0.5833333333333334
T4,FZ,0.5833333333333334
Fp1,CZ,0.5833333333333334
P4,O1,0.5833333333333334
FZ,Fp1,0.5789473684210527
P3,PZ,0.5789473684210527
T5,F4,0.5789473684210527
PZ,C4,0.5789473684210527
O1,Fp1,0.5789473684210527
T3,Fp2,0.5789473684210527
FZ,F7,0.5789473684210527
CZ,F3,0.5789473684210527
Fp1,T3,0.5789473684210527
PZ,P4,0.5745614035087719
T4,CZ,0.5745614035087719
T6,T3,0.5745614035087719
Fp2,T3,0.5745614035087719
C3,F3,0.5745614035087719
F7,P4,0.5745614035087719
F7,C4,0.5745614035087719
P4,T5,0.5701754385964912
P4,C3,0.5701754385964912
F7,O1,0.5701754385964912
O2,T3,0.5701754385964912
P3,Fp1,0.5701754385964912
T3,PZ,0.5701754385964912
C4,F7,0.5701754385964912
C4,P4,0.5657894736842105
T4,T5,0.5657894736842105
P4,T3,0.5657894736842105
P4,C4,0.5657894736842105
FZ,T4,0.5657894736842105
T3,O1,0.5657894736842105
F3,F7,0.5657894736842105
F7,T5,0.5657894736842105
T3,F4,0.5657894736842105
Fp1,T6,0.5657894736842105
Fp2,P3,0.5657894736842105
C4,T3,0.5614035087719298
FZ,T3,0.5614035087719298
Fp2,F4,0.5614035087719298
Fp2,T6,0.5614035087719298
O2,F7,0.5614035087719298
C4,T6,0.5614035087719298
F7,F3,0.5614035087719298
O2,P4,0.5614035087719298
F8,P3,0.5570175438596491
F8,PZ,0.5570175438596491
P3,T3,0.5570175438596491
Fp1,FZ,0.5570175438596491
C4,O2,0.5570175438596491
T3,Fp1,0.5570175438596491
T3,O2,0.5570175438596491
T4,O2,0.5570175438596491
F4,PZ,0.5570175438596491
T3,T6,0.5570175438596491
F7,F8,0.5570175438596491
F7,P3,0.5570175438596491
C3,T3,0.5570175438596491
C4,PZ,0.5570175438596491
O2,C3,0.5570175438596491
C3,O2,0.5570175438596491
P4,F7,0.5526315789473685
P4,P3,0.5526315789473685
T3,P4,0.5526315789473685
T5,O2,0.5526315789473685
PZ,C3,0.5526315789473685
T5,Fp1,0.5526315789473685
P3,T5,0.5526315789473685
Fp1,F8,0.5526315789473685
C3,P3,0.5526315789473685
T6,CZ,0.5526315789473685
O1,F7,0.5526315789473685
PZ,T6,0.5482456140350878
O2,PZ,0.5482456140350878
F7,C3,0.5482456140350878
O2,T6,0.5482456140350878
T4,PZ,0.5482456140350878
T3,P3,0.5482456140350878
O2,CZ,0.5482456140350878
O1,PZ,0.5482456140350878
P3,F7,0.5482456140350878
C3,O1,0.5482456140350878
C3,PZ,0.5482456140350878
T6,T5,0.5482456140350878
T6,O2,0.5482456140350878
PZ,O1,0.5482456140350878
CZ,F7,0.543859649122807
P3,C4,0.543859649122807
F4,P3,0.543859649122807
T6,O1,0.543859649122807
O1,C3,0.5394736842105263
Fp1,O2,0.5394736842105263
Fp1,PZ,0.5394736842105263
Fp2,T5,0.5394736842105263
F7,PZ,0.5394736842105263
T6,P4,0.5394736842105263
T5,F8,0.5394736842105263
T4,Fp2,0.5394736842105263
F3,O2,0.5394736842105263
T4,O1,0.5394736842105263
P3,O1,0.5350877192982456
CZ,O1,0.5350877192982456
Fp2,Fp1,0.5350877192982456
Fp2,PZ,0.5350877192982456
Fp2,O2,0.5350877192982456
Fp1,O1,0.5350877192982456
F4,Fp1,0.5350877192982456
F4,T3,0.5350877192982456
PZ,T3,0.5350877192982456
T3,T4,0.5350877192982456
Fp1,P3,0.5350877192982456
F7,CZ,0.5307017543859649
F3,O1,0.5307017543859649
O1,T6,0.5307017543859649
CZ,P3,0.5307017543859649
O1,P4,0.5307017543859649
F8,P4,0.5307017543859649
T3,F8,0.5307017543859649
F3,T5,0.5307017543859649
PZ,F7,0.5307017543859649
FZ,P3,0.5307017543859649
PZ,P3,0.5263157894736842
PZ,CZ,0.5263157894736842
F4,O2,0.5263157894736842
P3,C3,0.5263157894736842
O1,C4,0.5263157894736842
O2,F3,0.5263157894736842
CZ,P4,0.5263157894736842
F3,T3,0.5263157894736842
F4,P4,0.5263157894736842
T3,C4,0.5263157894736842
F3,P4,0.5263157894736842
Fp1,P4,0.5263157894736842
T5,F7,0.5263157894736842
Fp1,T5,0.5219298245614035
P3,CZ,0.5219298245614035
T6,PZ,0.5219298245614035
T4,C3,0.5219298245614035
PZ,T5,0.5219298245614035
T6,C4,0.5219298245614035
CZ,T5,0.5219298245614035
C4,P3,0.5219298245614035
T4,F4,0.5175438596491229
O1,P3,0.5175438596491229
T4,P3,0.5175438596491229
CZ,O2,0.5175438596491229
O1,T5,0.5175438596491229
Fp2,P4,0.5175438596491229
Fp2,O1,0.5175438596491229
P4,CZ,0.5175438596491229
FZ,O2,0.5131578947368421
P4,F3,0.5131578947368421
O2,C4,0.5131578947368421
T5,T3,0.5131578947368421
T6,P3,0.5131578947368421
T5,C4,0.5131578947368421
F8,O2,0.5131578947368421
C4,T5,0.5131578947368421
P3,T6,0.5131578947368421
F8,T5,0.5087719298245614
F3,PZ,0.5087719298245614
Fp1,Fp2,0.5087719298245614
F4,O1,0.5087719298245614
FZ,O1,0.5043859649122807
FZ,PZ,0.5043859649122807
O1,CZ,0.5043859649122807
O1,F3,0.5043859649122807
T5,C3,0.5043859649122807
CZ,T3,0.5043859649122807
