window,start_time,end_time,total_connections,mean_strength,max_strength
102,285.6,289.6,342,6.132304483196482,31.51948021584355
103,288.4,292.4,342,5.445800385936545,36.70045783018301
104,291.2,295.2,342,4.572575026694985,29.430305869261222
105,294.0,298.0,342,7.568107965808827,49.008164159717005
106,296.8,300.8,342,7.100292028182107,55.60120331867829
107,299.6,303.6,342,4.127562104097535,27.618274025204503
108,302.4,306.4,342,7.168818806343056,48.538048910644974
109,305.2,309.2,342,4.492453095644714,22.469185283393998
110,308.0,312.0,342,4.609812494355142,25.980791279442805
111,310.8,314.8,342,7.626129392201137,58.2734561087435
112,313.6,317.6,342,10.775452811690014,63.58183425181054
