subject_id,session_left,session_right,node,left_value,right_value,jaccard_min_over_max
sub-NORB00069,ses-2,ses-3,F7,0.2997137274823173,0.3192592402190043,0.938778552742031
sub-NORB00069,ses-2,ses-3,F8,0.3237904927387756,0.31639981129840855,0.9771744952180248
sub-NORB00069,ses-2,ses-3,T3,0.27344011771413,0.2995082516392755,0.9129635534831886
sub-NORB00069,ses-2,ses-3,T4,0.3077078789244672,0.26777029586234785,0.8702094232955185
sub-NORB00069,ses-2,ses-3,T5,0.3378556507106457,0.28585058543460773,0.8460731227473908
sub-NORB00069,ses-2,ses-3,T6,0.32824490904324566,0.287091613562984,0.8746262490400429
sub-NORB00069,ses-2,ses-3,FZ,0.33857259661906247,0.3118983641640738,0.9212156189799359
sub-NORB00069,ses-2,ses-3,CZ,0.2890517767668749,0.27339483374007517,0.9458334309447013
sub-NORB00069,ses-2,ses-3,PZ,0.3490025644663958,0.2956527313496558,0.8471362719116154
sub-NORB00069,ses-3,ses-4,Fp1,0.2835940675470994,0.3081025602796194,0.9204534596847321
sub-NORB00069,ses-3,ses-4,Fp2,0.3034351857338955,0.30945664536339196,0.9805418312396377
sub-NORB00069,ses-3,ses-4,F3,0.324536140324952,0.29426438648360337,0.9067230114617186
sub-NORB00069,ses-3,ses-4,F4,0.3192760748646878,0.2835674816637756,0.888157629048635
sub-NORB00069,ses-3,ses-4,C3,0.30937911581787475,0.3104069043281669,0.9966888993254944
sub-NORB00069,ses-3,ses-4,C4,0.3092073981337806,0.269476257165987,0.8715064994964846
sub-NORB00069,ses-3,ses-4,P3,0.2926969188596723,0.2744342472870233,0.9376055216303638
sub-NORB00069,ses-3,ses-4,P4,0.3061088249103027,0.31943561007362914,0.9582802144061063
sub-NORB00069,ses-3,ses-4,O1,0.30392267194138545,0.3139518440321087,0.9680550623244706
sub-NORB00069,ses-3,ses-4,O2,0.3133528661575496,0.3338104383107717,0.9387150016735653
sub-NORB00069,ses-3,ses-4,F7,0.3192592402190043,0.27099127234284154,0.8488126206055866
sub-NORB00069,ses-3,ses-4,F8,0.31639981129840855,0.2960743128968521,0.9357600805191798
sub-NORB00069,ses-3,ses-4,T3,0.2995082516392755,0.2787016558533594,0.9305308095118014
