source,target,frequency,band
C3,O2,202,beta
C4,C3,202,beta
O2,C4,202,beta
T6,O2,202,beta
F3,F7,201,beta
F4,Fp1,201,beta
O2,C3,201,beta
P4,T3,201,beta
F7,T3,201,beta
CZ,F4,201,beta
PZ,T3,201,beta
O1,T6,201,beta
F7,Fp2,201,beta
Pg2,T5,200,beta
O2,O1,200,beta
T4,T6,200,beta
PZ,T5,200,beta
CZ,C3,200,beta
Fp1,Fp2,199,beta
PZ,P3,199,beta
C3,P3,199,beta
Fp2,Pg2,198,beta
CZ,T6,198,beta
C4,O2,198,beta
FZ,F8,198,beta
O1,O2,198,beta
O1,C4,197,beta
PZ,T4,197,beta
O2,T4,197,beta
T3,P4,197,beta
FZ,F3,197,beta
C4,O1,197,beta
F3,Fp1,197,beta
O2,T3,197,beta
F8,F4,196,beta
CZ,C4,196,beta
Fp2,Pg1,196,beta
F3,F8,196,beta
P4,PZ,196,beta
P4,T5,196,beta
CZ,F7,196,beta
O1,CZ,196,beta
T5,P3,196,beta
PZ,P4,195,beta
T3,PZ,195,beta
Pg1,T5,195,beta
P3,O1,195,beta
F7,F3,195,beta
C4,P3,195,beta
F4,F8,194,beta
C4,Pg2,194,beta
Pg2,P3,194,beta
O2,P3,194,beta
T6,P3,194,beta
Pg2,Fp1,194,beta
P4,C4,194,beta
P4,C3,194,beta
C3,O1,193,beta
F3,Fp2,193,beta
Pg1,Fp1,193,beta
CZ,T5,193,beta
O2,T6,193,beta
CZ,O2,193,beta
C3,T3,193,beta
T6,T4,193,beta
F4,Pg2,193,beta
F8,Fp1,193,beta
O1,C3,193,beta
T5,T3,193,beta
CZ,T3,192,beta
P4,O1,192,beta
F4,Pg1,192,beta
C3,P4,192,beta
F3,Pg1,192,beta
C4,Pg1,192,beta
C3,T5,192,beta
O2,P4,191,beta
FZ,F7,191,beta
CZ,O1,191,beta
CZ,Fp2,191,beta
O1,T3,191,beta
CZ,T4,191,beta
T3,C3,191,beta
T4,Pg1,190,beta
O2,PZ,190,beta
T3,Pg1,190,beta
F3,Pg2,190,beta
P4,P3,190,beta
T3,Pg2,190,beta
Pg1,T6,189,beta
FZ,F4,189,beta
P3,P4,189,beta
Pg1,P3,189,beta
T3,P3,189,beta
PZ,T6,188,beta
O1,Pg2,187,beta
T4,Pg2,187,beta
O2,Pg2,187,beta
P3,T3,186,beta
O1,P3,186,beta
F7,Pg2,185,beta
O1,Pg1,185,beta
O2,Pg1,185,beta
Pg2,T6,184,beta
P4,Pg2,183,beta
F7,Pg1,181,beta
T3,T5,180,beta
P4,Pg1,180,beta
F8,Pg1,180,beta
C3,Pg2,179,beta
PZ,Pg2,179,beta
C3,Pg1,178,beta
F8,Pg2,178,beta
O1,P4,177,beta
Pg1,T3,175,beta
Pg2,T3,173,beta
O1,PZ,173,beta
PZ,Pg1,173,beta
Pg2,F3,168,beta
Pg1,F3,166,beta
Pg1,F4,165,beta
Pg2,F4,164,beta
Pg1,O1,162,beta
Pg2,O1,162,beta
Pg2,Fp2,162,beta
Pg1,Fp2,159,beta
Pg1,C4,158,beta
Pg1,F8,156,beta
Pg2,F8,155,beta
Pg2,C4,153,beta
Pg1,O2,150,beta
Pg2,O2,147,beta
Pg1,F7,145,beta
Pg1,T4,144,beta
Pg2,PZ,143,beta
Pg2,F7,143,beta
Pg2,T4,142,beta
Pg1,C3,141,beta
Pg1,PZ,140,beta
Pg2,C3,140,beta
Pg2,P4,134,beta
Pg1,P4,134,beta
