source,target,frequency,band
O2,F8,191,gamma
C3,O2,191,gamma
C3,F7,191,gamma
F8,O2,191,gamma
C4,T4,191,gamma
Pg2,O1,191,gamma
FZ,T4,191,gamma
O2,F4,191,gamma
T3,Pg1,191,gamma
T6,C3,190,gamma
P4,CZ,190,gamma
T5,F7,190,gamma
F7,T4,190,gamma
F4,F3,190,gamma
O1,Fp2,190,gamma
F7,P3,190,gamma
Fp1,T5,190,gamma
O2,O1,190,gamma
Pg1,T4,190,gamma
C4,T6,190,gamma
CZ,T5,190,gamma
C3,O1,190,gamma
Fp2,F3,190,gamma
F4,Fp1,190,gamma
O2,C4,190,gamma
O2,P4,190,gamma
F4,O2,190,gamma
F4,FZ,189,gamma
P4,F3,189,gamma
Pg1,T5,189,gamma
CZ,T3,189,gamma
O1,T6,189,gamma
Pg2,O2,189,gamma
C3,P3,189,gamma
F3,T4,189,gamma
T6,C4,189,gamma
PZ,C3,189,gamma
T3,F4,189,gamma
T4,F3,189,gamma
F8,Fp1,189,gamma
F7,PZ,189,gamma
O1,O2,189,gamma
T3,F3,189,gamma
T3,FZ,189,gamma
T3,F8,189,gamma
F3,F8,189,gamma
Pg2,FZ,189,gamma
F4,P3,189,gamma
Pg2,T4,188,gamma
O1,F4,188,gamma
Pg2,C3,188,gamma
T5,Pg1,188,gamma
C4,FZ,188,gamma
FZ,O2,188,gamma
Pg1,O1,188,gamma
F4,CZ,188,gamma
C4,P4,188,gamma
P4,P3,188,gamma
Pg2,T6,188,gamma
C3,Pg2,188,gamma
P3,CZ,188,gamma
PZ,Pg1,188,gamma
Pg1,T3,188,gamma
Fp2,T6,188,gamma
Fp2,O1,188,gamma
CZ,T4,188,gamma
C3,PZ,187,gamma
C4,T3,187,gamma
PZ,O1,187,gamma
T3,PZ,187,gamma
T6,T4,187,gamma
F7,C3,187,gamma
Fp1,Pg1,187,gamma
Fp1,Pg2,187,gamma
Pg2,F7,187,gamma
Pg1,FZ,187,gamma
Pg1,O2,187,gamma
PZ,T6,187,gamma
FZ,P3,187,gamma
Pg2,T5,187,gamma
O2,P3,187,gamma
C4,Pg1,187,gamma
C3,Pg1,186,gamma
CZ,P4,186,gamma
C3,P4,186,gamma
Fp2,Pg1,186,gamma
O2,F7,186,gamma
T3,T4,186,gamma
Fp1,Fp2,186,gamma
P4,C4,186,gamma
T6,Pg2,186,gamma
Pg1,T6,186,gamma
Pg1,F7,186,gamma
C3,CZ,186,gamma
C4,O2,186,gamma
O2,T4,186,gamma
Pg2,T3,186,gamma
T6,O2,186,gamma
CZ,F4,186,gamma
T4,T3,186,gamma
Pg2,F8,185,gamma
O2,PZ,185,gamma
O2,T3,185,gamma
F4,Fp2,185,gamma
O1,PZ,185,gamma
C3,T4,185,gamma
P4,Pg1,185,gamma
P3,FZ,185,gamma
P3,F3,185,gamma
T6,P4,185,gamma
T3,P3,185,gamma
Fp2,Pg2,185,gamma
O2,FZ,185,gamma
T3,O2,185,gamma
T5,T3,185,gamma
C4,Pg2,184,gamma
PZ,T3,184,gamma
F7,Pg1,184,gamma
F8,F4,184,gamma
T5,C3,184,gamma
PZ,Pg2,184,gamma
F7,F4,184,gamma
T6,Pg1,184,gamma
P4,O2,184,gamma
F3,Pg1,184,gamma
P3,Fp1,184,gamma
C4,CZ,184,gamma
T3,F7,183,gamma
T4,PZ,183,gamma
PZ,P4,183,gamma
CZ,T6,183,gamma
P3,O1,183,gamma
Pg1,F8,183,gamma
F3,Fp2,183,gamma
PZ,T4,183,gamma
CZ,O1,183,gamma
O1,FZ,183,gamma
C3,T6,183,gamma
F7,O2,183,gamma
T5,CZ,183,gamma
T6,PZ,182,gamma
F7,Pg2,182,gamma
O1,F7,182,gamma
Fp2,Fp1,182,gamma
Pg2,Fp1,182,gamma
F7,P4,182,gamma
Pg1,C4,182,gamma
F4,Pg2,182,gamma
P4,O1,182,gamma
T5,P4,181,gamma
T4,C4,181,gamma
T4,O2,181,gamma
O1,F3,181,gamma
P4,T3,181,gamma
F3,Pg2,181,gamma
P4,Pg2,181,gamma
P3,T4,181,gamma
T6,F3,181,gamma
P3,Pg2,181,gamma
F8,F3,181,gamma
CZ,C3,180,gamma
Pg1,Fp1,180,gamma
F8,Pg2,180,gamma
F8,Pg1,180,gamma
O1,C3,180,gamma
Pg2,F3,180,gamma
Pg1,F3,180,gamma
P4,F7,180,gamma
T6,CZ,180,gamma
F3,O1,180,gamma
Pg2,C4,180,gamma
Pg2,Fp2,180,gamma
P3,T3,180,gamma
P3,P4,180,gamma
F8,P3,180,gamma
P4,PZ,180,gamma
O1,P4,180,gamma
O2,C3,179,gamma
FZ,O1,179,gamma
P3,O2,179,gamma
P3,C3,179,gamma
Pg1,P4,178,gamma
CZ,P3,178,gamma
Pg1,Fp2,178,gamma
P3,Fp2,178,gamma
Pg1,F4,177,gamma
T3,CZ,177,gamma
T4,CZ,177,gamma
T3,P4,177,gamma
PZ,O2,177,gamma
O2,CZ,177,gamma
F4,Pg1,177,gamma
F7,O1,176,gamma
Pg1,PZ,176,gamma
F4,O1,176,gamma
Pg2,PZ,176,gamma
O1,T3,176,gamma
Pg2,P3,175,gamma
T4,P3,175,gamma
CZ,O2,175,gamma
PZ,CZ,175,gamma
P3,Pg1,175,gamma
Pg2,F4,175,gamma
Pg2,P4,174,gamma
Pg1,P3,174,gamma
CZ,PZ,174,gamma
T6,O1,173,gamma
T3,O1,171,gamma
O1,CZ,171,gamma
