source,target,frequency,band
P3,Pg1,243,theta
P3,Pg2,243,theta
FZ,C4,243,theta
C4,Pg2,243,theta
Pg2,T6,242,theta
Fp1,O1,242,theta
O2,Pg2,242,theta
T4,C4,242,theta
T5,C4,242,theta
C4,T5,242,theta
C4,T4,242,theta
T5,Pg2,242,theta
F7,O1,242,theta
FZ,Pg2,242,theta
T6,FZ,242,theta
T6,Fp1,242,theta
T4,CZ,242,theta
F7,Pg1,242,theta
T5,O2,242,theta
P4,Pg2,241,theta
Pg2,CZ,241,theta
PZ,Pg2,241,theta
Pg1,F7,241,theta
Pg1,P4,241,theta
T6,F8,241,theta
F4,Pg2,241,theta
F4,Pg1,241,theta
O2,Pg1,241,theta
O1,T4,241,theta
C4,F8,241,theta
PZ,T3,241,theta
O1,T3,241,theta
T4,P3,241,theta
T4,O1,241,theta
C4,Fp1,241,theta
FZ,T6,240,theta
C4,CZ,240,theta
O1,F7,240,theta
CZ,Pg1,240,theta
FZ,Pg1,240,theta
O1,Pg1,239,theta
F7,P3,239,theta
Fp1,Pg1,239,theta
Pg1,T6,239,theta
T6,Pg2,239,theta
Fp1,Pg2,238,theta
Pg1,PZ,238,theta
PZ,Pg1,238,theta
CZ,Pg2,238,theta
O1,Pg2,237,theta
T4,Pg2,236,theta
C3,Pg1,235,theta
P4,Pg1,234,theta
C3,Pg2,233,theta
T6,Pg1,233,theta
T4,Pg1,232,theta
