source,target,frequency,band
F4,C4,244,alpha
PZ,T3,244,alpha
P4,F8,244,alpha
PZ,C4,244,alpha
PZ,Fp2,244,alpha
O1,T5,244,alpha
FZ,F3,244,alpha
FZ,PZ,244,alpha
O1,F7,244,alpha
F7,PZ,244,alpha
CZ,C3,244,alpha
F7,Fp1,244,alpha
F7,T6,244,alpha
O2,CZ,244,alpha
O2,T5,244,alpha
O2,T4,244,alpha
F7,O1,244,alpha
C3,PZ,244,alpha
FZ,O1,244,alpha
FZ,O2,244,alpha
T5,T3,244,alpha
T6,F7,244,alpha
F4,F7,244,alpha
F4,T6,244,alpha
C3,F7,244,alpha
T4,P4,244,alpha
T3,F8,244,alpha
T3,F7,244,alpha
T4,CZ,244,alpha
T3,O2,244,alpha
P3,T3,244,alpha
T5,Fp2,244,alpha
F8,O1,244,alpha
C4,F7,244,alpha
F8,CZ,244,alpha
T6,P3,244,alpha
Fp2,C4,244,alpha
Fp2,O2,244,alpha
Fp1,O1,244,alpha
Fp1,T6,244,alpha
P4,CZ,243,alpha
F7,T3,243,alpha
O2,FZ,243,alpha
F7,C3,243,alpha
C3,FZ,243,alpha
CZ,T5,243,alpha
T6,PZ,243,alpha
CZ,P3,243,alpha
F8,Fp2,243,alpha
C3,F4,243,alpha
F8,F4,243,alpha
O1,T6,243,alpha
O1,F4,243,alpha
P4,C3,243,alpha
F4,Fp2,243,alpha
PZ,FZ,243,alpha
F4,F3,243,alpha
Fp1,T5,243,alpha
Fp1,T3,243,alpha
Fp2,T5,243,alpha
Fp2,O1,243,alpha
T4,C3,243,alpha
F3,C4,243,alpha
T5,P4,243,alpha
T3,C4,243,alpha
C3,O2,243,alpha
C4,P4,243,alpha
C3,Fp1,243,alpha
C4,F8,243,alpha
T6,Fp1,243,alpha
T5,F8,243,alpha
F4,PZ,243,alpha
C3,F8,243,alpha
CZ,O1,243,alpha
O1,F3,243,alpha
PZ,Fp1,243,alpha
T4,O2,243,alpha
T3,Fp1,243,alpha
Pg1,F4,243,alpha
P3,F7,243,alpha
P3,O2,243,alpha
T5,Fp1,243,alpha
F3,F7,242,alpha
O1,T3,242,alpha
PZ,O1,242,alpha
PZ,C3,242,alpha
O1,O2,242,alpha
PZ,O2,242,alpha
P4,O1,242,alpha
O2,F4,242,alpha
T6,CZ,242,alpha
T6,T4,242,alpha
O1,F8,242,alpha
O1,Fp2,242,alpha
FZ,T3,242,alpha
F3,Fp2,242,alpha
FZ,C4,242,alpha
PZ,CZ,242,alpha
C3,F3,242,alpha
C3,P4,242,alpha
C3,T5,242,alpha
F8,PZ,242,alpha
C4,P3,242,alpha
T6,P4,242,alpha
P3,Fp1,242,alpha
F8,T5,242,alpha
F8,T6,242,alpha
F8,O2,242,alpha
F8,T3,242,alpha
T5,F4,242,alpha
T5,C4,242,alpha
T4,O1,242,alpha
P3,T4,242,alpha
Pg2,F7,242,alpha
T3,F4,242,alpha
T3,CZ,242,alpha
Pg2,F4,242,alpha
C4,F3,242,alpha
Fp2,P3,242,alpha
Fp2,T3,242,alpha
Fp1,F7,242,alpha
Fp2,Fp1,241,alpha
Fp2,C3,241,alpha
P3,F4,241,alpha
Fp1,C4,241,alpha
C4,Fp1,241,alpha
F8,P4,241,alpha
C4,T5,241,alpha
C4,T3,241,alpha
T3,FZ,241,alpha
CZ,T4,241,alpha
FZ,T5,241,alpha
P3,P4,241,alpha
O2,P4,241,alpha
C3,T3,241,alpha
C3,T6,241,alpha
O1,CZ,241,alpha
C3,C4,241,alpha
O2,Fp2,241,alpha
P3,O1,241,alpha
F4,T3,241,alpha
O1,T4,241,alpha
F3,F4,241,alpha
PZ,F7,241,alpha
PZ,F8,241,alpha
F3,T5,241,alpha
C4,F4,241,alpha
Pg2,O1,240,alpha
O2,C4,240,alpha
T4,T3,240,alpha
T6,O1,240,alpha
T6,O2,240,alpha
T5,PZ,240,alpha
T5,O1,240,alpha
C4,O1,240,alpha
O1,PZ,240,alpha
F4,T5,240,alpha
P3,C4,240,alpha
C4,C3,240,alpha
Fp2,F3,240,alpha
Pg1,P4,240,alpha
Pg1,Fp1,240,alpha
O1,P3,240,alpha
O1,Fp1,240,alpha
CZ,P4,240,alpha
CZ,C4,240,alpha
FZ,F4,240,alpha
T5,FZ,240,alpha
P4,PZ,240,alpha
T5,T4,240,alpha
O2,T6,240,alpha
C4,CZ,240,alpha
T6,T5,240,alpha
F3,F8,240,alpha
F3,C3,240,alpha
P4,C4,240,alpha
P4,P3,240,alpha
Fp1,F4,240,alpha
O2,Fp1,240,alpha
O2,F7,240,alpha
F8,FZ,239,alpha
T3,Fp2,239,alpha
T6,C3,239,alpha
T5,CZ,239,alpha
CZ,F7,239,alpha
C3,CZ,239,alpha
F7,F3,239,alpha
O1,C4,239,alpha
F4,Pg2,239,alpha
C4,Pg2,239,alpha
T3,T6,239,alpha
T4,F3,239,alpha
Pg2,Fp1,239,alpha
Pg1,F7,239,alpha
F3,Fp1,239,alpha
F3,PZ,239,alpha
T3,T4,239,alpha
O2,Pg1,239,alpha
C4,Fp2,239,alpha
O1,P4,239,alpha
PZ,P4,239,alpha
Pg2,O2,239,alpha
T5,C3,239,alpha
T5,T6,238,alpha
F4,O2,238,alpha
F7,CZ,238,alpha
PZ,T6,238,alpha
P4,Pg1,238,alpha
CZ,T3,238,alpha
T5,F3,238,alpha
P3,PZ,238,alpha
C4,T4,238,alpha
F8,P3,238,alpha
T4,P3,238,alpha
Pg1,FZ,238,alpha
Pg1,T5,238,alpha
F4,FZ,238,alpha
O2,T3,238,alpha
Pg1,PZ,238,alpha
Pg2,F3,238,alpha
Pg1,Fp2,238,alpha
Pg1,O2,238,alpha
Pg2,T4,237,alpha
Pg1,F3,237,alpha
Pg1,O1,237,alpha
Pg1,T3,237,alpha
Pg2,FZ,237,alpha
Pg2,PZ,237,alpha
Fp1,O2,237,alpha
Pg2,T3,237,alpha
T4,C4,237,alpha
Pg2,P4,237,alpha
FZ,C3,237,alpha
O2,Pg2,237,alpha
O2,PZ,237,alpha
FZ,Pg2,237,alpha
T5,P3,237,alpha
T6,T3,237,alpha
P3,F8,236,alpha
Pg2,P3,236,alpha
Pg2,Fp2,236,alpha
Pg1,T4,236,alpha
P4,Pg2,236,alpha
F3,T4,236,alpha
F8,Fp1,236,alpha
CZ,Pg1,236,alpha
F4,Pg1,236,alpha
C4,Pg1,236,alpha
T4,Pg2,235,alpha
T4,Pg1,235,alpha
Pg2,CZ,235,alpha
Pg2,T5,235,alpha
Pg1,CZ,235,alpha
Pg2,C3,235,alpha
Pg1,T6,235,alpha
Fp1,Pg2,235,alpha
Pg2,C4,235,alpha
O1,Pg1,235,alpha
Fp2,Pg2,235,alpha
F8,F3,235,alpha
F7,Pg2,234,alpha
CZ,Pg2,234,alpha
O1,Pg2,234,alpha
Pg1,C3,234,alpha
Pg2,F8,234,alpha
Pg2,T6,234,alpha
FZ,Pg1,233,alpha
T3,C3,233,alpha
C3,Pg2,233,alpha
Pg1,F8,233,alpha
PZ,Pg2,233,alpha
PZ,Pg1,233,alpha
Pg1,P3,232,alpha
F7,Pg1,232,alpha
Fp2,Pg1,232,alpha
F8,Pg2,232,alpha
F8,Pg1,232,alpha
Fp1,Pg1,231,alpha
F3,Pg2,231,alpha
C3,Pg1,231,alpha
T5,Pg2,230,alpha
Pg1,C4,229,alpha
F3,Pg1,228,alpha
P3,Pg2,228,alpha
T5,Pg1,227,alpha
T6,Pg1,226,alpha
P3,Pg1,226,alpha
T3,Pg2,225,alpha
T6,Pg2,223,alpha
T3,Pg1,221,alpha
