source,target,consistency
F4,T4,0.5482456140350878
T5,C4,0.5482456140350878
T3,P4,0.5482456140350878
FZ,T5,0.5482456140350878
T3,F8,0.5482456140350878
F7,T4,0.5482456140350878
F8,CZ,0.5482456140350878
C4,CZ,0.5482456140350878
C3,CZ,0.5482456140350878
P4,O2,0.5482456140350878
C4,Fp2,0.5482456140350878
F8,F4,0.543859649122807
T3,C3,0.543859649122807
O2,T3,0.543859649122807
O2,T6,0.543859649122807
T5,T4,0.543859649122807
P4,O1,0.543859649122807
P3,FZ,0.5394736842105263
O2,C4,0.5394736842105263
O1,F3,0.5394736842105263
T6,Fp2,0.5394736842105263
T5,O2,0.5394736842105263
F8,C4,0.5394736842105263
T6,FZ,0.5394736842105263
PZ,T5,0.5394736842105263
CZ,P4,0.5394736842105263
O1,T3,0.5350877192982456
P3,T4,0.5350877192982456
F3,P3,0.5350877192982456
O1,T5,0.5350877192982456
C3,P3,0.5350877192982456
C3,F7,0.5350877192982456
O2,O1,0.5350877192982456
P4,T6,0.5350877192982456
PZ,T6,0.5350877192982456
T6,O2,0.5350877192982456
T5,C3,0.5350877192982456
T4,T5,0.5350877192982456
T5,F7,0.5350877192982456
F4,C3,0.5307017543859649
F7,T6,0.5307017543859649
F7,C4,0.5307017543859649
T4,C4,0.5307017543859649
F7,PZ,0.5307017543859649
T6,P3,0.5307017543859649
T6,F7,0.5307017543859649
T6,F8,0.5307017543859649
T4,O1,0.5307017543859649
T3,F3,0.5307017543859649
T3,CZ,0.5307017543859649
F4,O1,0.5307017543859649
F3,T4,0.5307017543859649
C4,O2,0.5307017543859649
O1,Fp2,0.5307017543859649
Fp2,CZ,0.5307017543859649
F8,F3,0.5263157894736842
F3,T6,0.5263157894736842
Fp2,T4,0.5263157894736842
C4,T6,0.5263157894736842
T4,P3,0.5263157894736842
FZ,T3,0.5263157894736842
O2,P4,0.5219298245614035
C4,T4,0.5219298245614035
P4,C3,0.5219298245614035
FZ,C3,0.5219298245614035
F8,C3,0.5219298245614035
F7,C3,0.5219298245614035
F8,PZ,0.5219298245614035
P3,O1,0.5219298245614035
P3,T5,0.5175438596491229
C3,P4,0.5175438596491229
F3,PZ,0.5175438596491229
F4,T5,0.5175438596491229
FZ,P3,0.5175438596491229
PZ,O2,0.5175438596491229
F7,O1,0.5175438596491229
C3,T5,0.5175438596491229
O1,P3,0.5175438596491229
O1,P4,0.5175438596491229
CZ,F8,0.5131578947368421
Fp1,P3,0.5131578947368421
FZ,T6,0.5131578947368421
O2,T4,0.5131578947368421
Fp2,O2,0.5131578947368421
C3,Fp2,0.5087719298245614
C3,F4,0.5087719298245614
Fp2,T6,0.5087719298245614
C3,F3,0.5087719298245614
F8,P3,0.5087719298245614
PZ,O1,0.5087719298245614
T3,C4,0.5087719298245614
O2,CZ,0.5087719298245614
C4,T3,0.5087719298245614
C3,FZ,0.5087719298245614
O1,O2,0.5087719298245614
P3,F4,0.5043859649122807
O2,Fp2,0.5043859649122807
O1,C4,0.5043859649122807
C3,O2,0.5043859649122807
F8,P4,0.5043859649122807
F7,P4,0.5043859649122807
O2,FZ,0.5043859649122807
T6,PZ,0.5043859649122807
T6,Fp1,0.5043859649122807
