source,target,consistency
P4,FZ,0.5087719298245614
P3,F8,0.5087719298245614
T6,O1,0.5087719298245614
F8,P4,0.5087719298245614
T3,F3,0.5087719298245614
T3,CZ,0.5087719298245614
Fp2,T6,0.5043859649122807
C3,Fp2,0.5043859649122807
F3,PZ,0.5043859649122807
F4,CZ,0.5043859649122807
C4,Fp1,0.5043859649122807
T3,T6,0.5043859649122807
P3,PZ,0.5043859649122807
F7,CZ,0.5043859649122807
T6,C3,0.5043859649122807
T5,O2,0.5043859649122807
T5,P3,0.5043859649122807
CZ,F3,0.5043859649122807
