source,target,consistency
P3,O2,0.5132743362831859
O1,F3,0.5132743362831859
T5,FZ,0.5132743362831859
T5,F3,0.5132743362831859
T3,P4,0.5132743362831859
Fp1,O2,0.504424778761062
P3,PZ,0.504424778761062
O2,O1,0.504424778761062
O1,CZ,0.504424778761062
O2,CZ,0.504424778761062
O2,P3,0.504424778761062
T6,FZ,0.504424778761062
T4,F7,0.504424778761062
T6,F4,0.504424778761062
