window,start_time,end_time,total_connections,mean_strength,max_strength
91,254.8,258.8,342,6.260402754523525,31.83751846104426
92,257.6,261.6,342,4.945586582838073,27.551386260191506
93,260.4,264.4,342,6.987716625268253,49.72275054558493
94,263.2,267.2,342,5.703525846380783,35.25317304389466
95,266.0,270.0,342,5.118504106350628,29.209172360772698
96,268.8,272.8,342,5.099137053435569,23.284930968478857
97,271.6,275.6,342,7.729268013175994,53.17610918508768
98,274.4,278.4,342,7.855962149386031,52.003185042993906
99,277.2,281.2,342,3.469937256703963,14.749704249948199
100,280.0,284.0,342,7.330200808606597,41.710741919723965
101,282.8,286.8,342,6.9803053403968525,38.612710160317725
102,285.6,289.6,342,4.11016722592713,16.63891234193428
103,288.4,292.4,342,4.237909519504114,25.479308033046884
104,291.2,295.2,342,4.822359547886059,29.245780891458065
105,294.0,298.0,342,14.84099301124094,57.405335359539194
106,296.8,300.8,342,3.295084286668317,22.330309365870836
107,299.6,303.6,342,5.297427760944306,27.151705575116658
108,302.4,306.4,342,4.897408386300947,30.18354054401589
109,305.2,309.2,342,7.750195497240972,37.97833792910778
110,308.0,312.0,342,2.7884568701273267,20.628686271525982
111,310.8,314.8,342,4.824036565808229,42.185660677879724
112,313.6,317.6,342,4.588694993334416,51.93547727615686
